player,role_simp,dps_mean,quick_out_mean,alac_out_mean,score
Nopiki.8352,dps,0.40617211235894074,-0.1954350053961808,-0.23679953272075357,19.06402685511222
Pelda.1896,dps,1.093710588078594,-0.18618836165847386,0.012036694298115965,52.32395656041216
Reeezzz.1802,dps,1.0298232789663175,-0.0953818274587794,-0.22256010773251853,49.11357545519194
Sakke.3096,dps,-1.5368552498920212,-0.1871172054622168,-0.09546867015217503,-74.0516378704314
Sashyca.8172,boon_dps,-1.2120325059429493,-1.844658004604417,1.8766383054556555,-16.392809667879
Sashyca.8172,dps,-1.132659250612028,0.6290241248089262,0.14389126966868337,-53.59472863489973
Sashyca.8172,heal,0.3560078948802618,0.519257479156399,-0.2385016576761583,7.450155505286298
Sniperius.5623,boon_dps,1.4821243388959267,-1.1725935414609474,-0.5925716928224404,-11.02323347255801
Sniperius.5623,dps,1.3076615144497605,-0.01371900445659304,-0.06071225864026002,62.69332143049166
Sniperius.5623,heal,-0.6091215548690504,-0.20851441405707472,0.19091550506216,-1.6406169256160537
Styx.3278,dps,0.4286703169900975,1.69702819797008,1.337247845157454,23.610451258652212
SwyDie.5693,boon_dps,-1.8704705169323306,-1.3627745669848053,1.7356436325105937,-19.47494405758843
SwyDie.5693,dps,-0.420683297087031,0.08490186984909011,-0.10369474308104033,-20.21159113340944
SwyDie.5693,heal,0.7362764079155566,0.031019540487181797,0.5449290421647603,15.295318799477725
Taras.2159,boon_dps,1.6773271573475395,-3.2622318939197132,3.822995188096852,33.57631949805405
Taras.2159,dps,-0.12311846781391797,-0.18992609437079677,3.2144115099483903,-2.885201039490469
Tarasicodissa.7084,boon_dps,-1.5248557478971834,-1.5172381173482177,1.2654564640276371,-25.880050230331022
Tarasicodissa.7084,dps,-0.28065109820106615,-0.15700771510027384,-0.05141572379426711,-13.679676152545717
Tarasicodissa.7084,heal,0.8285151265677221,-0.48739168859556825,-0.6532811880538208,-25.719118786449897
Thomas.4208,boon_dps,0.0716267466714555,0.4234411889399675,-0.24132301399218442,4.280901602460473
Thomas.4208,dps,-0.3773831421623461,-0.1473302860461126,-0.14576109826090466,-18.40748220809963
Tiki.8579,dps,-0.6839998389639527,-0.17218485950288276,-0.18961617794379823,-33.19379330771641
WipZedKay.5316,boon_dps,-0.7804261113001448,-1.5775909929180025,1.5879962373003071,-10.738671159320546
WipZedKay.5316,heal,0.8912783838664212,-0.18082534066855235,-0.1346136365926335,-5.787978686535618
YULookAtMe.6859,dps,-2.013082938289059,-0.40234379450952984,-0.5088040678077792,-97.53912890019214
Zerumi.5120,dps,0.43329683624417725,-0.18612159386658997,-0.20616983659567006,20.405956709258245
Zerumi.5120,heal,0.11878836618367938,-0.312019598701582,-0.8394030176013793,-27.396566058903712
faight.3264,boon_dps,-0.1979393338307309,-0.2886230890267106,-0.49579454081487884,-16.890668010778843
faight.3264,heal,-0.8251506735879861,3.200658004364519,-2.1532406977213796,23.487714012259374
hurricanelimcy.6793,boon_dps,-0.6953305458535536,-1.1091875575780543,1.363892303597071,-5.149942213607449
hurricanelimcy.6793,heal,-1.0245577681500397,-0.03585664609339512,0.6988141888879659,13.86186549076962
mhnx.3678,dps,0.663902365083401,-0.1844086619987989,-0.19371154742996324,31.489193314574482
randburst.2187,dps,0.22256219864977567,-0.15949305306666933,-0.21370314966360082,10.309789332458962
seb.2804,heal,-0.7011947279632871,-0.21876242028762694,0.2637160947788477,-0.3235012681372753
sid.9435,boon_dps,-0.22136667230815577,0.3848093651648183,-0.48776351239830473,-4.952308062516936
smile.7285,boon_dps,0.6515967639696484,-0.09785634127198165,-0.6459173985563672,-4.265572621335202
smile.7285,dps,0.41492962085987484,-0.1819852765854357,-0.20241461534010988,19.532221909348443
ups.9017,dps,1.1174364745856211,-0.24386779414965398,-0.1174078332659513,53.27567515269421
yelle.7165,dps,0.5480241026893004,-0.17593510774662116,-0.20809944290912874,25.921122378430667
