,encounter,is_cm,is_success,time,player,profession,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,stack_dist,downed,dead_duration,cleanses,above90%,log
0,Gorseval the Multifarious,False,True,133.0,WipZedKay.5316,Scourge,14402,24.206,99.393,75.863,99.36,56.817,10.295,0.0,0.0,78.302,48.44,58684,387.40277099609375,0,0.0,14,93.71428571428571,"https://dps.report/WLW9-20231205-223928_gors
"
1,Gorseval the Multifarious,False,True,133.0,Styx.3278,Catalyst,32594,24.386,98.531,98.453,99.36,69.035,3.99,16.284,3.382,3.946,13.693,89917,245.74337768554688,0,0.0,0,84.09506398537476,"https://dps.report/WLW9-20231205-223928_gors
"
2,Gorseval the Multifarious,False,True,133.0,Keesh.5960,Firebrand,18696,23.77,97.779,98.454,95.405,63.026,5.498,49.239,84.882,0.0,0.0,64675,224.9948272705078,0,0.0,7,97.44680851063829,"https://dps.report/WLW9-20231205-223928_gors
"
3,Gorseval the Multifarious,False,True,133.0,Morg.8143,Vindicator,24633,21.255,97.779,80.288,97.52,70.54,0.291,0.0,0.0,0.0,0.0,79706,187.49058532714844,0,0.0,0,70.18867924528301,"https://dps.report/WLW9-20231205-223928_gors
"
4,Gorseval the Multifarious,False,True,133.0,yelle.7165,Virtuoso,26727,24.576,98.534,98.453,99.36,61.524,0.0,15.413,0.0,0.0,0.0,105427,245.8975067138672,0,0.0,2,74.84008528784648,"https://dps.report/WLW9-20231205-223928_gors
"
5,Gorseval the Multifarious,False,True,133.0,Irda.4105,Herald,17535,24.55,98.808,96.884,99.36,89.925,8.006,26.508,83.293,12.739,22.064,54319,264.2347717285156,0,0.0,0,87.61609907120743,"https://dps.report/WLW9-20231205-223928_gors
"
6,Gorseval the Multifarious,False,True,133.0,GoGo.8725,Reaper,26474,24.759,98.808,98.48,99.36,95.25,0.0,0.0,0.0,0.0,0.0,69347,175.99302673339844,0,0.0,0,97.24770642201835,"https://dps.report/WLW9-20231205-223928_gors
"
7,Gorseval the Multifarious,False,True,133.0,Arikashin.2675,Virtuoso,23596,24.271,98.808,98.453,97.285,85.588,0.0,25.728,0.0,0.0,8.151,90475,253.1345672607422,0,0.0,0,81.97802197802197,"https://dps.report/WLW9-20231205-223928_gors
"
8,Gorseval the Multifarious,False,True,133.0,DARKstrider.7804,Mechanist,24050,24.186,98.808,96.499,98.808,85.59,0.836,26.642,0.0,0.0,0.0,65248,208.5708770751953,0,0.0,0,94.44444444444444,"https://dps.report/WLW9-20231205-223928_gors
"
9,Gorseval the Multifarious,False,True,133.0,Tarasicodissa.7084,Scourge,11149,24.443,98.808,96.499,99.239,86.415,12.058,0.0,0.0,75.052,52.914,51443,198.2195281982422,0,0.0,34,91.09947643979058,"https://dps.report/WLW9-20231205-223928_gors
"
0,Vale Guardian,False,True,152.0,WipZedKay.5316,Scourge,9304,24.148,99.653,75.741,99.966,91.903,11.231,0.0,0.0,75.028,78.084,130504,201.4001922607422,0,0.0,3,69.10994764397905,"https://dps.report/5FvL-20231205-223018_vg
"
1,Vale Guardian,False,True,152.0,Styx.3278,Catalyst,31306,24.625,99.653,76.422,99.966,90.682,3.634,14.929,0.984,0.986,2.327,142618,214.37940979003906,0,0.0,0,81.26272912423626,"https://dps.report/5FvL-20231205-223018_vg
"
2,Vale Guardian,False,True,152.0,Keesh.5960,Firebrand,18471,24.32,99.653,99.717,99.966,91.529,4.618,43.359,68.82,0.0,0.0,144692,170.29458618164062,0,0.0,10,68.1159420289855,"https://dps.report/5FvL-20231205-223018_vg
"
3,Vale Guardian,False,True,152.0,Morg.8143,Vindicator,25152,23.962,98.434,74.451,97.075,89.616,0.145,0.0,0.0,0.0,0.0,147084,173.9257354736328,1,0.0,0,79.51219512195122,"https://dps.report/5FvL-20231205-223018_vg
"
4,Vale Guardian,False,True,152.0,yelle.7165,Virtuoso,20642,23.741,98.984,72.186,97.074,84.316,0.0,19.094,0.0,0.0,0.032,151420,184.9605255126953,0,0.0,1,87.83068783068784,"https://dps.report/5FvL-20231205-223018_vg
"
5,Vale Guardian,False,True,152.0,Irda.4105,Herald,20014,24.788,99.653,99.967,99.966,93.775,6.992,33.015,84.063,7.549,12.465,145036,185.11012268066406,0,0.0,0,61.056105610561055,"https://dps.report/5FvL-20231205-223018_vg
"
6,Vale Guardian,False,True,152.0,Arikashin.2675,Virtuoso,20957,24.481,98.433,99.632,97.593,92.714,0.0,20.843,0.0,0.0,0.0,144140,193.763916015625,0,0.0,4,86.44859813084112,"https://dps.report/5FvL-20231205-223018_vg
"
7,Vale Guardian,False,True,152.0,GoGo.8725,Scourge,19269,24.5,98.204,97.023,97.318,91.949,4.755,0.0,0.0,0.0,0.0,147314,160.98907470703125,0,0.0,0,68.03652968036529,"https://dps.report/5FvL-20231205-223018_vg
"
8,Vale Guardian,False,True,152.0,DARKstrider.7804,Mechanist,21137,24.753,99.646,99.967,99.302,81.294,1.853,0.0,0.0,0.0,0.0,149336,157.5472869873047,1,0.0,5,66.94915254237289,"https://dps.report/5FvL-20231205-223018_vg
"
9,Vale Guardian,False,True,152.0,Tarasicodissa.7084,Scourge,8835,24.546,98.204,99.967,98.615,90.541,8.482,0.0,0.0,69.205,44.099,98015,193.24526977539062,0,0.0,4,74.66666666666667,"https://dps.report/5FvL-20231205-223018_vg
"
0,Matthias Gabrel,False,True,146.0,yelle.7165,Virtuoso,23214,22.047,94.949,72.759,94.857,77.053,0.0,15.174,0.0,0.0,0.0,134543,143.36312866210938,1,18.29,20,88.05970149253731,"https://dps.report/em4t-20231205-222502_matt
"
1,Matthias Gabrel,False,True,146.0,WipZedKay.5316,Scourge,9096,22.848,98.306,77.079,98.896,80.102,9.629,0.0,0.0,75.093,67.484,106768,239.4912567138672,0,0.0,31,61.49068322981366,"https://dps.report/em4t-20231205-222502_matt
"
2,Matthias Gabrel,False,True,146.0,Styx.3278,Virtuoso,19744,22.19,96.3,79.176,91.398,71.737,0.0,13.398,0.0,0.0,0.0,133651,200.03414916992188,0,0.0,7,79.33634992458522,"https://dps.report/em4t-20231205-222502_matt
"
3,Matthias Gabrel,False,True,146.0,Morg.8143,Mechanist,28299,22.12,99.0,86.667,97.39,75.097,0.0,0.0,0.0,0.0,0.0,122976,196.66934204101562,1,0.0,3,73.79134860050891,"https://dps.report/em4t-20231205-222502_matt
"
4,Matthias Gabrel,False,True,146.0,Keesh.5960,Firebrand,15124,23.181,99.001,98.896,98.896,78.257,5.241,41.179,69.638,0.0,0.0,102091,193.64097595214844,0,0.0,21,76.4525993883792,"https://dps.report/em4t-20231205-222502_matt
"
5,Matthias Gabrel,False,True,146.0,Arikashin.2675,Virtuoso,19501,23.668,97.638,93.43,96.061,67.13,0.0,21.599,0.0,0.0,0.0,121452,231.48721313476562,1,0.0,3,77.36757624398074,"https://dps.report/em4t-20231205-222502_matt
"
6,Matthias Gabrel,False,True,146.0,Irda.4105,Herald,13359,23.794,98.307,93.43,96.062,72.661,8.839,21.806,82.913,5.69,4.182,135052,190.2449951171875,1,0.0,3,58.629441624365484,"https://dps.report/em4t-20231205-222502_matt
"
7,Matthias Gabrel,False,True,146.0,GoGo.8725,Scourge,18371,23.769,97.638,93.43,94.737,53.151,3.152,0.0,0.0,4.014,3.263,150905,239.36672973632812,1,0.0,30,57.5,"https://dps.report/em4t-20231205-222502_matt
"
8,Matthias Gabrel,False,True,146.0,Tarasicodissa.7084,Scourge,8830,24.348,97.638,96.89,98.896,80.107,7.549,0.0,0.0,72.054,46.929,112595,238.24465942382812,0,0.0,35,86.66666666666667,"https://dps.report/em4t-20231205-222502_matt
"
9,Matthias Gabrel,False,True,146.0,DARKstrider.7804,Mechanist,20472,23.702,98.332,97.205,96.061,70.902,0.0,18.082,0.0,0.0,0.0,116639,206.36524963378906,1,0.0,5,71.32352941176471,"https://dps.report/em4t-20231205-222502_matt
"
0,Slothasor,False,True,180.0,Styx.3278,Virtuoso,19358,20.575,98.403,59.942,73.237,94.949,0.0,16.413,0.0,0.0,0.0,211209,210.73695373535156,0,0.0,45,59.946236559139784,"https://dps.report/zOZS-20231205-221048_sloth
"
1,Slothasor,False,True,180.0,yelle.7165,Virtuoso,24026,23.931,97.609,90.516,93.873,98.558,0.0,12.86,0.0,0.0,0.0,227707,144.70703125,0,0.0,39,79.88023952095809,"https://dps.report/zOZS-20231205-221048_sloth
"
2,Slothasor,False,True,180.0,WipZedKay.5316,Scourge,6404,19.266,89.179,63.872,86.632,86.184,9.313,0.0,0.0,67.107,77.467,171690,223.1773681640625,0,0.0,124,83.40248962655602,"https://dps.report/zOZS-20231205-221048_sloth
"
3,Slothasor,False,True,180.0,Morg.8143,Vindicator,15483,21.619,98.402,70.042,84.018,84.352,0.199,0.0,0.0,0.0,0.0,271618,149.44769287109375,3,0.0,11,59.554140127388536,"https://dps.report/zOZS-20231205-221048_sloth
"
4,Slothasor,False,True,180.0,Keesh.5960,Firebrand,11177,19.89,91.748,82.369,91.985,84.603,4.654,36.585,63.512,0.0,1.063,293788,173.58450317382812,1,0.0,104,44.44444444444444,"https://dps.report/zOZS-20231205-221048_sloth
"
5,Slothasor,False,True,180.0,Arikashin.2675,Virtuoso,10467,20.947,97.117,85.889,90.099,77.202,0.0,17.168,0.0,0.0,0.0,319982,190.99569702148438,3,0.0,20,48.2897384305835,"https://dps.report/zOZS-20231205-221048_sloth
"
6,Slothasor,False,True,180.0,DARKstrider.7804,Mechanist,11466,19.277,86.55,92.449,78.836,72.731,0.0,12.793,0.0,0.0,0.0,318341,247.8741455078125,2,0.0,0,31.72043010752688,"https://dps.report/zOZS-20231205-221048_sloth
"
7,Slothasor,False,True,180.0,Tarasicodissa.7084,Scourge,5606,22.575,96.913,92.858,98.717,95.705,6.832,0.0,0.0,62.76,46.414,266045,175.0262908935547,0,0.0,127,46.38783269961977,"https://dps.report/zOZS-20231205-221048_sloth
"
8,Slothasor,False,True,180.0,GoGo.8725,Reaper,10897,20.586,86.014,82.853,75.856,56.062,0.219,0.0,0.0,0.0,0.44,379478,244.13743591308594,1,0.0,18,45.07575757575758,"https://dps.report/zOZS-20231205-221048_sloth
"
9,Slothasor,False,True,180.0,Irda.4105,Herald,7332,22.649,94.65,82.837,94.828,95.704,7.815,16.178,61.455,8.548,8.304,248505,200.08470153808594,0,0.0,6,54.716981132075475,"https://dps.report/zOZS-20231205-221048_sloth
"
0,Xera,False,True,294.0,WipZedKay.5316,Scourge,6078,15.257,79.632,40.087,63.304,47.997,5.706,0.0,0.0,39.996,24.871,107305,586.9937744140625,0,0.0,105,100.0,"https://dps.report/fRd1-20231205-220601_xera
"
1,Xera,False,True,294.0,Keesh.5960,Firebrand,8299,14.052,79.287,70.497,51.745,33.445,2.32,34.568,35.638,0.0,0.0,29198,600.3180541992188,0,0.0,67,100.0,"https://dps.report/fRd1-20231205-220601_xera
"
2,Xera,False,True,294.0,Styx.3278,Catalyst,13755,14.107,81.374,43.824,53.706,39.197,3.013,13.352,1.273,1.273,11.873,34111,584.5442504882812,0,0.0,1,100.0,"https://dps.report/fRd1-20231205-220601_xera
"
3,Xera,False,True,294.0,yelle.7165,Chronomancer,17002,14.031,78.216,38.916,59.159,41.061,0.032,13.516,0.0,0.0,0.678,44266,573.6925048828125,0,0.0,1,100.0,"https://dps.report/fRd1-20231205-220601_xera
"
5,Xera,False,True,294.0,Arikashin.2675,Virtuoso,11978,20.195,79.764,98.64,56.793,39.378,0.0,17.246,0.0,0.0,2.306,45449,591.9623413085938,0,0.0,11,100.0,"https://dps.report/fRd1-20231205-220601_xera
"
6,Xera,False,True,294.0,Tarasicodissa.7084,Scourge,5365,21.794,91.489,90.592,70.211,43.969,5.317,0.0,0.0,49.897,13.887,49716,546.7666015625,0,0.0,76,100.0,"https://dps.report/fRd1-20231205-220601_xera
"
9,Xera,False,True,294.0,Irda.4105,Herald,9956,22.58,94.07,98.64,64.246,35.041,11.608,17.955,84.894,3.72,14.913,53376,595.5712890625,0,0.0,2,100.0,"https://dps.report/fRd1-20231205-220601_xera
"
0,Keep Construct CM,True,True,300.0,WipZedKay.5316,Scourge,8681,20.515,99.44,83.657,95.578,70.969,9.658,0.0,0.0,69.784,44.444,110344,206.1832733154297,0,0.0,74,98.47161572052401,"https://dps.report/xXCs-20231205-215742_kc
"
1,Keep Construct CM,True,True,300.0,yelle.7165,Chronomancer,26570,18.565,99.118,67.712,93.209,63.903,0.15,19.241,0.0,0.0,0.0,233632,232.3502197265625,0,0.0,2,73.80116959064327,"https://dps.report/xXCs-20231205-215742_kc
"
2,Keep Construct CM,True,True,300.0,Morg.8143,Vindicator,25783,18.052,99.391,66.649,87.242,72.033,0.203,0.0,0.0,0.0,0.0,207600,234.4044189453125,0,0.0,0,83.00884955752213,"https://dps.report/xXCs-20231205-215742_kc
"
3,Keep Construct CM,True,True,300.0,Styx.3278,Catalyst,28912,19.647,99.152,68.313,98.416,69.248,1.848,16.847,1.998,3.589,13.82,197873,194.0565185546875,0,0.0,0,91.22315592903828,"https://dps.report/xXCs-20231205-215742_kc
"
4,Keep Construct CM,True,True,300.0,Keesh.5960,Firebrand,15831,18.375,97.832,87.329,91.245,56.996,3.916,38.729,60.135,0.0,0.0,177741,230.98507690429688,0,0.0,32,82.48847926267281,"https://dps.report/xXCs-20231205-215742_kc
"
5,Keep Construct CM,True,True,300.0,Arikashin.2675,Virtuoso,20687,21.991,99.152,98.888,88.166,53.693,0.0,28.13,0.0,0.0,0.666,173024,231.45362854003906,0,0.0,18,89.12839737582006,"https://dps.report/xXCs-20231205-215742_kc
"
6,Keep Construct CM,True,True,300.0,Tarasicodissa.7084,Scourge,9056,23.604,99.152,98.888,99.357,61.123,7.898,0.0,0.0,68.815,32.464,127374,198.14207458496094,0,0.0,68,91.10671936758894,"https://dps.report/xXCs-20231205-215742_kc
"
7,Keep Construct CM,True,True,300.0,DARKstrider.7804,Mechanist,22608,23.178,96.845,98.993,92.48,49.096,0.871,23.051,0.0,0.0,0.0,184434,232.6786651611328,0,0.0,2,83.58585858585859,"https://dps.report/xXCs-20231205-215742_kc
"
8,Keep Construct CM,True,True,300.0,GoGo.8725,Reaper,23463,22.193,97.864,98.889,93.568,51.069,0.0,0.0,0.0,0.0,4.258,214885,276.2854309082031,0,0.0,8,83.90243902439025,"https://dps.report/xXCs-20231205-215742_kc
"
9,Keep Construct CM,True,True,300.0,Irda.4105,Herald,17473,24.272,99.152,98.888,93.207,48.517,10.433,17.301,85.248,7.74,4.226,168678,197.62303161621094,0,0.0,1,77.85234899328859,"https://dps.report/xXCs-20231205-215742_kc
"
1,Deimos CM,True,True,318.0,Morg.8143,Mechanist,26416,20.632,99.134,93.728,83.821,38.322,0.456,0.0,0.0,0.0,0.157,221248,180.46168518066406,0,0.0,0,100.0,"https://dps.report/Lae6-20231205-214535_dei
"
4,Deimos CM,True,True,318.0,Styx.3278,Specter,22866,21.308,99.134,94.455,84.734,23.068,3.024,7.736,0.0,0.0,0.0,184971,188.90855407714844,0,0.0,0,100.0,"https://dps.report/Lae6-20231205-214535_dei
"
6,Deimos CM,True,True,318.0,GoGo.8725,Virtuoso,20448,19.442,98.46,89.71,77.564,47.016,0.0,14.847,0.0,0.0,0.944,269738,314.2143859863281,1,0.0,0,100.0,"https://dps.report/Lae6-20231205-214535_dei
"
8,Deimos CM,True,True,318.0,Arikashin.2675,Virtuoso,17802,16.653,98.46,77.296,61.491,47.184,0.0,12.259,0.0,0.0,0.786,232636,225.841796875,1,0.0,0,100.0,"https://dps.report/Lae6-20231205-214535_dei
"
0,Samarog CM,True,True,357.0,WipZedKay.5316,Scourge,7086,23.18,99.384,83.842,99.396,56.084,9.361,0.0,0.0,64.399,41.235,142822,143.2062530517578,0,0.0,2,93.52428393524283,"https://dps.report/vxVA-20231205-213316_sam
"
1,Samarog CM,True,True,357.0,yelle.7165,Chronomancer,18539,23.082,99.243,89.789,99.029,50.809,0.0,19.946,0.0,0.0,0.0,266272,152.94296264648438,1,0.0,1,89.58579881656804,"https://dps.report/vxVA-20231205-213316_sam
"
2,Samarog CM,True,True,357.0,Morg.8143,Mechanist,19843,22.036,99.243,72.196,84.714,50.134,0.151,0.0,0.0,0.0,0.0,270153,157.82508850097656,0,0.0,1,77.07948243992607,"https://dps.report/vxVA-20231205-213316_sam
"
3,Samarog CM,True,True,357.0,Keesh.5960,Firebrand,10633,21.826,99.242,99.047,74.222,42.051,5.74,48.67,78.122,0.0,0.734,251451,212.40660095214844,0,0.0,0,62.82722513089005,"https://dps.report/vxVA-20231205-213316_sam
"
4,Samarog CM,True,True,357.0,Styx.3278,Specter,16653,22.838,99.242,86.414,95.772,49.88,2.66,10.619,0.0,0.0,0.0,281224,143.9512176513672,2,0.0,0,75.0,"https://dps.report/vxVA-20231205-213316_sam
"
5,Samarog CM,True,True,357.0,DARKstrider.7804,Mechanist,15473,23.946,99.616,99.763,97.329,34.013,0.306,19.144,0.0,0.0,0.0,244351,150.03346252441406,1,0.0,0,86.01036269430051,"https://dps.report/vxVA-20231205-213316_sam
"
6,Samarog CM,True,True,357.0,GoGo.8725,Virtuoso,17237,22.98,99.616,99.101,79.606,34.111,0.0,18.715,0.0,0.0,0.0,207282,266.79193115234375,0,0.0,1,76.05633802816901,"https://dps.report/vxVA-20231205-213316_sam
"
7,Samarog CM,True,True,357.0,Irda.4105,Herald,12015,24.277,99.412,97.665,93.313,22.992,9.545,10.32,83.102,4.091,18.028,221169,173.9601593017578,2,0.0,0,79.2022792022792,"https://dps.report/vxVA-20231205-213316_sam
"
8,Samarog CM,True,True,357.0,Arikashin.2675,Virtuoso,15388,23.565,99.616,100.003,85.772,25.719,0.0,16.713,0.0,0.0,0.0,268909,213.6273651123047,1,0.0,0,73.71937639198218,"https://dps.report/vxVA-20231205-213316_sam
"
9,Samarog CM,True,True,357.0,Tarasicodissa.7084,Scourge,7509,23.912,99.616,98.417,98.773,27.368,8.541,0.0,0.0,66.259,0.0,193176,158.30921936035156,1,0.0,4,84.66257668711657,"https://dps.report/vxVA-20231205-213316_sam
"
0,Mursaat Overseer CM,True,True,130.0,WipZedKay.5316,Scourge,20535,24.335,99.263,92.43,98.975,25.469,13.262,0.0,0.0,78.425,18.53,63654,60.9848747253418,0,0.0,9,100.0,"https://dps.report/4Ow1-20231205-212640_mo
"
1,Mursaat Overseer CM,True,True,130.0,yelle.7165,Chronomancer,30268,24.685,99.263,97.355,98.977,36.7,0.047,21.199,0.0,0.0,0.0,106750,68.76717376708984,0,0.0,0,81.75559380378658,"https://dps.report/4Ow1-20231205-212640_mo
"
4,Mursaat Overseer CM,True,True,130.0,Styx.3278,Specter,29963,24.372,99.263,93.137,98.975,23.774,2.575,13.215,0.0,0.0,0.0,82097,75.6697998046875,0,0.0,0,96.95652173913044,"https://dps.report/4Ow1-20231205-212640_mo
"
5,Mursaat Overseer CM,True,True,130.0,DARKstrider.7804,Mechanist,26073,24.411,99.116,99.539,99.165,82.299,0.0,21.373,0.0,0.0,0.0,90479,67.62616729736328,0,4.01,0,92.6829268292683,"https://dps.report/4Ow1-20231205-212640_mo
"
6,Mursaat Overseer CM,True,True,130.0,GoGo.8725,Virtuoso,30212,24.412,99.124,99.547,99.173,86.951,0.0,10.552,0.0,0.0,0.0,88931,89.43919372558594,0,0.0,0,99.4661921708185,"https://dps.report/4Ow1-20231205-212640_mo
"
7,Mursaat Overseer CM,True,True,130.0,Irda.4105,Herald,26954,24.526,99.124,99.548,99.173,89.907,8.929,7.201,90.293,7.143,6.298,88862,78.21907806396484,0,0.0,0,98.73646209386281,"https://dps.report/4Ow1-20231205-212640_mo
"
9,Mursaat Overseer CM,True,True,130.0,Tarasicodissa.7084,Scourge,15529,24.319,99.124,99.547,99.173,88.905,11.144,0.0,0.0,74.377,78.522,66839,72.82435607910156,0,0.0,14,100.0,"https://dps.report/4Ow1-20231205-212640_mo
"
1,Cairn CM,True,True,95.0,Styx.3278,Specter,26790,23.32,98.918,98.512,99.209,58.635,3.306,17.581,0.0,0.0,0.0,52648,137.17938232421875,0,0.0,0,81.73913043478261,"https://dps.report/SDPP-20231205-211917_cairn
"
2,Cairn CM,True,True,95.0,WipZedKay.5316,Scourge,10121,22.57,98.918,66.915,99.209,31.782,7.327,0.0,0.0,65.383,36.087,53465,288.8468017578125,0,0.0,0,49.645390070921984,"https://dps.report/SDPP-20231205-211917_cairn
"
3,Cairn CM,True,True,95.0,yelle.7165,Virtuoso,34155,24.19,98.918,96.228,99.209,57.373,0.0,18.763,0.0,0.0,0.0,36124,191.27923583984375,0,0.0,0,87.22554890219561,"https://dps.report/SDPP-20231205-211917_cairn
"
4,Cairn CM,True,True,95.0,Keesh.5960,Firebrand,19806,23.471,98.918,99.301,91.042,41.083,5.412,47.95,73.875,0.0,0.0,65610,159.1654510498047,0,0.0,4,88.02083333333333,"https://dps.report/SDPP-20231205-211917_cairn
"
5,Cairn CM,True,True,95.0,Irda.4105,Herald,16683,24.223,99.848,99.208,97.087,66.554,9.428,12.058,84.617,4.133,9.242,73107,228.4196319580078,0,0.0,0,32.49097472924188,"https://dps.report/SDPP-20231205-211917_cairn
"
6,Cairn CM,True,True,95.0,DARKstrider.7804,Mechanist,19709,23.677,99.713,99.064,96.913,87.0,0.0,18.818,0.0,0.0,0.0,66919,198.2012176513672,0,12.99,0,80.79470198675497,"https://dps.report/SDPP-20231205-211917_cairn
"
7,Cairn CM,True,True,95.0,GoGo.8725,Virtuoso,29319,22.979,99.848,99.208,90.953,87.307,0.0,26.925,0.0,0.0,0.0,88470,261.5492248535156,0,0.0,0,81.43564356435644,"https://dps.report/SDPP-20231205-211917_cairn
"
8,Cairn CM,True,True,95.0,Arikashin.2675,Virtuoso,28218,23.956,99.848,99.208,94.449,87.308,0.0,11.885,0.0,0.0,0.0,56034,239.26385498046875,0,0.0,0,91.94630872483222,"https://dps.report/SDPP-20231205-211917_cairn
"
9,Cairn CM,True,True,95.0,Tarasicodissa.7084,Scourge,11174,23.207,99.848,99.208,94.449,87.307,8.66,0.0,0.0,68.131,54.755,49531,197.0205078125,0,0.0,0,59.2814371257485,"https://dps.report/SDPP-20231205-211917_cairn
"
0,Soulless Horror CM,True,True,166.0,WipZedKay.5316,Scourge,5270,22.327,97.984,73.483,95.207,88.464,9.952,21.249,0.717,76.111,75.339,268652,193.2638397216797,0,0.0,70,64.33823529411765,"https://dps.report/Lofy-20231205-205415_sh
"
1,Soulless Horror CM,True,True,166.0,Keesh.5960,Firebrand,22545,22.65,96.509,98.48,98.323,94.326,6.484,35.195,82.817,0.0,1.146,162061,99.67979431152344,0,0.0,29,95.30026109660574,"https://dps.report/Lofy-20231205-205415_sh
"
2,Soulless Horror CM,True,True,166.0,yelle.7165,Virtuoso,34898,22.423,98.093,86.552,97.566,92.633,0.0,14.895,0.0,0.0,0.903,194365,144.19363403320312,0,0.0,16,86.56542056074767,"https://dps.report/Lofy-20231205-205415_sh
"
3,Soulless Horror CM,True,True,166.0,Morg.8143,Mechanist,34845,22.814,96.949,87.752,96.347,80.196,0.236,0.0,0.0,0.0,0.301,215319,115.66925811767578,0,0.0,5,88.60215053763442,"https://dps.report/Lofy-20231205-205415_sh
"
4,Soulless Horror CM,True,True,166.0,Styx.3278,Virtuoso,33818,23.948,98.378,88.277,98.036,91.728,0.0,14.469,0.0,0.0,0.584,196282,102.37884521484375,0,0.0,22,88.53427895981088,"https://dps.report/Lofy-20231205-205415_sh
"
5,Soulless Horror CM,True,True,166.0,DARKstrider.7804,Mechanist,24529,23.338,97.491,98.443,97.043,95.377,0.749,27.921,0.0,0.0,0.754,190872,113.47822570800781,0,0.0,1,87.17948717948718,"https://dps.report/Lofy-20231205-205415_sh
"
6,Soulless Horror CM,True,True,166.0,GoGo.8725,Druid,2324,24.172,99.605,98.939,94.779,88.259,2.702,0.0,0.0,40.147,29.701,82809,123.81244659423828,0,0.0,36,99.19354838709677,"https://dps.report/Lofy-20231205-205415_sh
"
7,Soulless Horror CM,True,True,166.0,Tarasicodissa.7084,Scourge,11919,24.066,93.328,90.397,94.78,83.467,7.629,1.398,0.0,35.578,32.469,284535,208.60780334472656,0,28.91,44,65.64885496183206,"https://dps.report/Lofy-20231205-205415_sh
"
8,Soulless Horror CM,True,True,166.0,Arikashin.2675,Virtuoso,30403,22.383,94.783,95.498,91.0,84.544,0.0,26.969,0.0,0.0,0.375,229337,131.4173583984375,1,0.0,31,86.99878493317132,"https://dps.report/Lofy-20231205-205415_sh
"
0,Dhuum CM,True,True,384.0,WipZedKay.5316,Scourge,6417,17.141,89.727,58.277,64.276,34.344,5.075,0.0,0.0,37.896,22.007,152769,509.9278869628906,0,0.0,16,48.0,"https://dps.report/ZNAh-20231205-211549_dhuum
"
1,Dhuum CM,True,True,384.0,Keesh.5960,Firebrand,13900,18.251,93.553,90.952,54.698,61.631,3.251,29.529,39.792,0.0,1.978,196687,375.66876220703125,1,0.0,14,78.94736842105263,"https://dps.report/ZNAh-20231205-211549_dhuum
"
2,Dhuum CM,True,True,384.0,yelle.7165,Virtuoso,21927,19.568,95.684,75.029,71.878,71.081,0.0,14.605,0.0,0.0,0.0,187117,285.1623229980469,1,0.0,0,90.28213166144201,"https://dps.report/ZNAh-20231205-211549_dhuum
"
3,Dhuum CM,True,True,384.0,Morg.8143,Mechanist,15573,15.243,86.407,54.352,42.546,69.612,0.189,0.0,0.0,0.0,0.0,250592,469.84820556640625,1,0.0,0,61.31578947368421,"https://dps.report/ZNAh-20231205-211549_dhuum
"
4,Dhuum CM,True,True,384.0,Styx.3278,Virtuoso,20490,17.54,95.055,68.382,44.81,59.39,0.0,14.234,0.0,0.0,0.0,224483,334.92095947265625,1,0.0,1,82.66494178525227,"https://dps.report/ZNAh-20231205-211549_dhuum
"
5,Dhuum CM,True,True,384.0,DARKstrider.7804,Mechanist,17186,19.657,92.839,93.077,62.423,77.961,0.413,0.0,0.0,0.0,0.0,179121,365.0495910644531,0,0.0,2,61.75213675213675,"https://dps.report/ZNAh-20231205-211549_dhuum
"
6,Dhuum CM,True,True,384.0,GoGo.8725,Scourge,13266,18.808,94.796,82.974,58.201,80.521,2.219,0.0,0.0,0.0,0.768,145659,512.0067138671875,0,0.0,5,78.96103896103897,"https://dps.report/ZNAh-20231205-211549_dhuum
"
7,Dhuum CM,True,True,384.0,Tarasicodissa.7084,Scourge,4589,14.393,70.103,47.405,64.984,57.201,3.172,0.0,0.0,34.715,29.285,112128,660.3304443359375,0,0.0,11,88.88888888888889,"https://dps.report/ZNAh-20231205-211549_dhuum
"
8,Dhuum CM,True,True,384.0,Arikashin.2675,Virtuoso,16039,20.077,95.479,84.663,44.992,70.067,0.0,12.552,0.0,0.0,0.0,191583,372.4386901855469,1,0.0,2,81.65024630541872,"https://dps.report/ZNAh-20231205-211549_dhuum
"
9,Dhuum CM,True,True,384.0,Irda.4105,Herald,18405,22.383,95.399,91.319,65.232,86.356,7.874,30.1,62.326,2.928,27.024,209478,319.6893615722656,0,0.0,1,68.60643185298622,"https://dps.report/ZNAh-20231205-211549_dhuum
"
0,Conjured Amalgamate CM,True,True,147.0,WipZedKay.5316,Scourge,15667,23.135,99.49,89.722,100.0,73.224,9.727,0.0,0.0,78.699,51.544,19704,78.30843353271484,0,0.0,3,100.0,"https://dps.report/A22a-20231205-202519_ca
"
1,Conjured Amalgamate CM,True,True,147.0,yelle.7165,Chronomancer,44817,23.293,99.022,92.328,100.0,64.303,0.051,20.291,0.0,0.0,0.0,10754,78.37822723388672,0,0.0,0,100.0,"https://dps.report/A22a-20231205-202519_ca
"
2,Conjured Amalgamate CM,True,True,147.0,Morg.8143,Vindicator,51236,23.73,99.022,95.542,100.0,100.0,0.302,0.0,0.0,0.0,0.0,10740,62.12377166748047,0,0.0,0,100.0,"https://dps.report/A22a-20231205-202519_ca
"
