encounter,is_cm,is_success,time,player,profession,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,stack_dist,downed,dead_duration,cleanses,above90%,log,role
Soulless Horror CM,True,True,210,Tarasicodissa.7084,Scourge,28517,22.466,90.115,83.794,96.928,95.359,4.624,0,0,0.409,0.999,252184,119.979904174805,1,0,40,90.1408450704225,"https://dps.report/a1wU-20231114-205018_sh
",DPS
Sabetha the Saboteur,False,True,197,Keesh.5960,Chronomancer,28517,24.118,98.627,98.976,97.497,61.607,3.726,41.319,89.908,0,0,168125,114.844520568848,1,0,14,70.1649175412294,"https://dps.report/4Pj8-20231121-234512_sab
",qDPS
Qadim the Peerless CM,True,True,334,Reeezzz.1802,Virtuoso,28547,21.472,99.102,81.711,96.189,71.329,0,15.191,0,0,0,103625,227.652984619141,0,0,5,100,"https://dps.report/VsnY-20231126-162558_qpeer
",DPS
Mursaat Overseer CM,True,True,126,Hotsy.3850,Specter,28553,24.104,99.123,98.686,98.433,77.741,0.935,18.539,0,0,2.364,118875,81.2705459594727,0,0,3,80.1801801801802,"https://dps.report/cV7x-20231112-174406_mo
",DPS
Mursaat Overseer CM,True,True,136,Dova.4213,Scourge,28558,24.603,98.78,98.274,96.381,95.399,2.812,0,0,0,0,91898,84.8430023193359,0,0,5,95.4674220963173,"https://dps.report/xHEI-20231127-202259_mo
",DPS
Gorseval the Multifarious,False,True,131,Styx.3278,Catalyst,28593,24.308,98.361,96.75,99.442,95.034,3.471,16.683,3.419,3.419,19.869,103353,176.647994995117,0,0,0,88.7429643527205,"https://dps.report/kVdp-20231114-223955_gors
",DPS
Cairn CM,True,True,85,Morg.8143,Mechanist,28600,23.16,99.069,97.67,99.464,51.105,0,0,0,0,0,45680,160.226409912109,0,0,0,94.8598130841122,"https://dps.report/KsTx-20231114-212725_cairn
",DPS
Mursaat Overseer CM,True,True,107,Arikashin.2675,Virtuoso,28604,24.309,99.204,99.263,99.22,93.26,0,24.69,0,0,0,81557,85.1009521484375,0,0,0,99.624765478424,"https://dps.report/TRMh-20231031-213101_mo
",DPS
Cairn CM,True,True,92,MORTthroughLIFE.9284,Virtuoso,28625,24.112,99.487,95.803,99.745,96.555,0,13.622,0,0,0,60155,174.777267456055,0,0,1,94.3127962085308,"https://dps.report/Kbzi-20231204-201923_cairn
",DPS
Cairn CM,True,True,83,Morg.8143,Mechanist,28635,20.649,98.416,95.675,99.677,11.685,0,0,0,0,0,55267,188.525375366211,0,0,0,77.4647887323944,"https://dps.report/sHFU-20231031-212638_cairn
",DPS
Cairn CM,True,True,83,Arikashin.2675,Virtuoso,28641,23.717,100.018,97.356,99.06,79.104,0,14.62,0,0,0,53108,199.878280639648,0,0,0,91.7553191489362,"https://dps.report/sHFU-20231031-212638_cairn
",DPS
Conjured Amalgamate CM,True,False,218,Hotsy.3850,Soulbeast,28670,19.47,99.189,91.897,99.946,74.334,0,0,0,0,1.342,178891,85.2256240844727,3,22.79,0,75.8293838862559,"https://dps.report/PZiy-20231112-163658_ca
",DPS
Gorseval the Multifarious,False,True,124,yelle.7165,Virtuoso,28702,24.128,98.017,98.274,97.511,73.353,0,23.876,0,0,1.23,88092,312.919891357422,0,0,0,80.0959232613909,"https://dps.report/0ugw-20231031-224126_gors
",DPS
Soulless Horror CM,True,True,174,Expertus.5746,Harbinger,28720,24.553,99.601,98.446,99.087,97.986,5.049,37.425,94.497,4.02,0.719,208991,92.588996887207,0,0,4,90.1287553648069,"https://dps.report/ynYy-20231119-171558_sh
",qDPS
Keep Construct CM,True,True,307,KingHenne.9837,Reaper,28721,22.456,99.582,89.541,99.582,94.297,0,0,0,0,0.325,175896,228.498916625977,0,0,0,78.8519637462236,"https://dps.report/rSRQ-20231106-200634_kc
",DPS
Sabetha the Saboteur,False,True,184,Morg.8143,Vindicator,28724,23.749,98.591,98.23,98.263,91.649,0.234,0,0,0,0,180404,171.616653442383,0,0,1,77.3618538324421,"https://dps.report/RBP2-20231031-224613_sab
",DPS
Sabetha the Saboteur,False,True,184,Arikashin.2675,Virtuoso,28747,24.074,97.244,99.694,95.935,95.411,0.054,18.094,0,0,0,149834,156.923202514648,0,0,4,82.803738317757,"https://dps.report/RBP2-20231031-224613_sab
",DPS
Gorseval the Multifarious,False,True,145,MORTthroughLIFE.9284,Soulbeast,28759,22.013,99.255,98.591,98.898,99.062,0,0,0,0,4.693,72961,298.241882324219,0,0,0,96.6824644549763,"https://dps.report/r4Q4-20231204-191636_gors
",DPS
Mursaat Overseer CM,True,True,125,Dova.4213,Specter,28763,24.396,98.832,96.954,97.323,96.488,1.533,9.653,0,0,3.551,74026,87.1850051879883,0,0,2,82.1917808219178,"https://dps.report/ZSWF-20231106-202404_mo
",DPS
Gorseval the Multifarious,False,True,143,Expertus.5746,Berserker,28784,23.798,99.281,98.939,95.798,69.037,0,58.71,80.312,0,0,82712,290.5107421875,0,0,0,94.5714285714286,"https://dps.report/80M7-20231203-184939_gors
",qDPS
Mursaat Overseer CM,True,True,116,DARKstrider.3729,Daredevil,28805,24.238,98.157,96.402,99.226,88.851,0.794,39.263,0,0,4.454,73498,98.0776596069336,0,0,1,96.1620469083156,"https://dps.report/6TC2-20231126-173608_mo
",DPS
Sabetha the Saboteur,False,True,222,Zerumi.5120,Virtuoso,28807,22.728,97.943,92.863,96.572,59.599,0,18.967,0,0,2.079,137442,136.814239501953,0,0,38,77.2493573264782,"https://dps.report/Ek0m-20231112-190317_sab
",DPS
Gorseval the Multifarious,False,True,124,Tarasicodissa.7084,Soulbeast,28840,24.55,99.522,93.944,99.846,98.723,0.788,0,0,0,11.966,60983,256.723052978516,0,0,0,97.2727272727273,"https://dps.report/0ugw-20231031-224126_gors
",DPS
Soulless Horror CM,True,True,169,Montgomery.1624,Scourge,28868,24.318,99.661,84.665,95.772,98.063,4.136,0,0,0,0.684,132370,250.380874633789,0,0,14,88.3977900552486,"https://dps.report/mmaP-20231206-212038_sh
",DPS
Soulless Horror CM,True,True,179,Alecssu.1035,Scourge,28904,22.758,95.247,85.715,90.634,95.376,3.126,0.802,0,0,4.311,159562,164.022842407227,0,0,32,98.2683982683983,"https://dps.report/IGuE-20231115-194911_sh
",DPS
Keep Construct CM,True,True,300,Styx.3278,Catalyst,28912,19.647,99.152,68.313,98.416,69.248,1.848,16.847,1.998,3.589,13.82,197873,194.056518554688,0,0,0,91.2231559290383,"https://dps.report/xXCs-20231205-215742_kc
",DPS
Sabetha the Saboteur,False,True,184,Keesh.5960,Chronomancer,28929,23.984,98.591,98.23,97.885,84.706,0.271,28.29,87.676,0,1.081,105161,124.185585021973,0,0,21,95.0331125827815,"https://dps.report/RBP2-20231031-224613_sab
",qDPS
Keep Construct CM,True,True,298,Zerumi.5120,Chronomancer,28938,23.079,98.481,96.977,97.884,57.642,0.003,21.171,0,0,0,245513,180.403198242188,1,0,10,85.167837626854,"https://dps.report/1gVA-20231126-181754_kc
",DPS
Mursaat Overseer CM,True,True,109,GoGo.8725,Virtuoso,28941,24.606,98.923,99.276,98.526,92.758,0,29.004,0,0,0,74562,114.105911254883,0,0,1,98.2,"https://dps.report/LI4R-20231114-213057_mo
",DPS
Cairn CM,True,True,92,MrCamonkill.6419,Scourge,28975,23.141,97.144,96.533,97.453,50.321,6.334,0,0,0,0,48776,180.245010375977,0,0,1,87.0646766169154,"https://dps.report/WP5B-20231112-173836_cairn
",DPS
Qadim the Peerless,False,True,295,ups.9017,Harbinger,29001,22.653,97.404,97.597,97.026,96.981,1.169,0,0,0,0,124209,275.854614257812,0,0,1,93.1880108991826,"https://dps.report/QzUq-20231203-162955_qpeer
",DPS
Soulless Horror CM,True,True,166,Expertus.5746,Harbinger,29062,24.565,99.506,96.713,97.92,98.209,4.856,38.933,93.152,5.194,0.919,221193,103.282402038574,0,0,0,81.978021978022,"https://dps.report/Ixam-20231112-170619_sh
",qDPS
Gorseval the Multifarious,False,True,147,Asgaard.1738,Spellbreaker,29090,20.089,99.039,98.494,85.481,99.256,3.516,0,0,0,0,96947,240.303207397461,0,0,0,93.2126696832579,"https://dps.report/takY-20231127-192238_gors
",DPS
Gorseval the Multifarious,False,True,148,KingHenne.9837,Bladesworn,29105,23.018,99.638,99.204,99.335,99.335,2.55,0,0,0,0,58099,248.063217163086,0,0,0,93.4426229508197,"https://dps.report/ia9k-20231106-191703_gors
",DPS
Gorseval the Multifarious,False,True,131,Morg.8143,Vindicator,29114,23.377,98.361,91.133,98.319,98.32,0.127,0,0,0,0,104937,295.907958984375,0,0,0,82.0846905537459,"https://dps.report/kVdp-20231114-223955_gors
",DPS
Cairn CM,True,True,83,Tarasicodissa.7084,Virtuoso,29136,24.422,100.018,97.356,99.06,83.109,0,24.926,0,0,0,46196,138.18701171875,0,0,0,100,"https://dps.report/sHFU-20231031-212638_cairn
",DPS
Mursaat Overseer CM,True,True,125,MORTthroughLIFE.9284,Virtuoso,29154,24.42,98.822,98.875,98.211,61.859,0,9.566,0,0,1.199,125877,112.60587310791,1,0,4,86.3138686131387,"https://dps.report/nEU4-20231204-202551_mo
",DPS
Soulless Horror CM,True,False,107,Montgomery.1624,Scourge,29156,23.86,98.689,86.432,95.162,95.391,2.345,0,0,0,0,64991,162.555358886719,0,40.87,12,99.5726495726496,"https://dps.report/qGSO-20231206-210728_sh
",DPS
Sabetha the Saboteur,False,True,217,MORTthroughLIFE.9284,Virtuoso,29159,24.258,97.925,97.156,97.155,92.822,0,17.15,0,0,0.207,243650,152.982543945313,1,0,25,87.0925684485007,"https://dps.report/R5Kt-20231106-192407_sab
",DPS
Mursaat Overseer CM,True,True,116,Montgomery.1624,Scourge,29163,24.012,98.365,97.263,96.882,57.976,3.363,0,0,0,0,77083,104.929573059082,0,0,5,96.6442953020134,"https://dps.report/6TC2-20231126-173608_mo
",DPS
Sabetha the Saboteur,False,True,206,Montgomery.1624,Scourge,29177,24.235,98.857,97.992,98.524,95.477,5.366,0,0,0,0,104542,123.9296875,0,0,5,93.621867881549,"https://dps.report/6UqT-20231203-185532_sab
",DPS
Dhuum,False,True,323,DARKstrider.3729,Daredevil,29180,19.852,96.93,72.548,90.361,74.785,0,16.926,0,0,0,134448,371.537231445313,0,0,1,89.6551724137931,"https://dps.report/mdMh-20231126-172849_dhuum
",DPS
Cairn CM,True,True,85,GoGo.8725,Virtuoso,29192,24.614,99.829,87.068,99.554,87.694,0,25.914,0,0,0,41667,252.034423828125,0,0,0,90.2564102564103,"https://dps.report/KsTx-20231114-212725_cairn
",DPS
Cairn CM,True,True,171,Sniperius.5623,Scourge,29206,24.187,99.911,55.142,99.722,88.958,2.153,0,0,0,0,103852,231.007720947266,0,0,1,70.7808564231738,"https://dps.report/uhnu-20231120-212922_cairn
",DPS
Sabetha the Saboteur,False,True,206,Expertus.5746,Berserker,29222,24.007,97.844,98.232,98.007,40.288,0,54.245,85.292,0,0,193407,138.154067993164,0,0,7,84.3806104129264,"https://dps.report/6UqT-20231203-185532_sab
",qDPS
Dhuum,False,True,328,DARKstrider.3729,Daredevil,29225,21.447,96.75,90.377,87.475,73.039,0,9.492,0,0,0.304,135805,337.656860351562,0,0,2,89.7058823529412,"https://dps.report/f8w0-20231119-174054_dhuum
",DPS
Mursaat Overseer CM,True,True,125,MORTthroughLIFE.9284,Virtuoso,29226,24.144,99.28,93.576,97.761,74.583,0,10.733,0,0,3.783,105439,115.476188659668,0,0,0,83.6805555555556,"https://dps.report/ZSWF-20231106-202404_mo
",DPS
Mursaat Overseer CM,True,True,109,Tarasicodissa.7084,Scourge,29233,24.48,98.923,99.275,99.374,94.885,4.566,0,0,0,0,69442,87.1237182617188,0,0,1,96.309963099631,"https://dps.report/LI4R-20231114-213057_mo
",DPS
Slothasor,False,True,138,Sniperius.5623,Holosmith,29264,24.075,98.68,95.846,95.444,92.69,0.043,13.828,0,0,0,92678,138.156051635742,0,0,1,96.8627450980392,"https://dps.report/5J21-20231106-193024_sloth
",DPS
Gorseval the Multifarious,False,True,151,Sniperius.5623,Soulbeast,29269,24.441,99.396,99.639,96.933,99.899,0,0,0,0,0,77821,239.617431640625,0,0,8,97.4025974025974,"https://dps.report/XPWW-20231120-202134_gors
",DPS
Deimos,False,True,216,Nopiki.8352,Virtuoso,29301,22.46,99.436,95.941,64.562,62.16,0,14.033,0,0,0,153453,220.093383789062,0,0,2,100,"https://dps.report/cLIH-20231203-174806_dei
",DPS
Keep Construct CM,True,True,355,smile.7285,Chronomancer,29312,17.972,98.479,71.333,73.726,61.41,0.16,12.119,0,0,0.366,319011,230.794815063477,2,0,15,61.4947197400487,"https://dps.report/d3iG-20231112-181649_kc
",DPS
Cairn CM,True,True,95,GoGo.8725,Virtuoso,29319,22.979,99.848,99.208,90.953,87.307,0,26.925,0,0,0,88470,261.549224853516,0,0,0,81.4356435643564,"https://dps.report/SDPP-20231205-211917_cairn
",DPS
Sabetha the Saboteur,False,True,219,AlnSedai.2793,Chronomancer,29342,24.148,99.501,85.227,98.514,97.85,2.579,12.561,0,0,0.189,275434,111.875190734863,1,0,2,74.1518578352181,"https://dps.report/j75U-20231204-192417_sab
",DPS
Gorseval the Multifarious,False,True,155,Nopiki.8352,Vindicator,29388,22.232,98.246,98.304,99.466,95.44,0.117,0,0,0,0,118527,171.889266967773,0,0,0,92.9978118161926,"https://dps.report/MXuT-20231112-185742_gors
",DPS
Cairn CM,True,True,85,Arikashin.2675,Virtuoso,29423,24.666,99.829,89.069,99.554,92.76,0,23.975,0,0,0,48854,180.616470336914,0,0,0,94.7630922693267,"https://dps.report/KsTx-20231114-212725_cairn
",DPS
Soulless Horror CM,True,False,187,Montgomery.1624,Scourge,29474,24.021,88.99,84.669,88.234,97.924,2.91,0,0,0.12,0.653,214924,173.345565795898,1,21,25,84.8552338530067,"https://dps.report/QuNv-20231129-193420_sh
",DPS
Keep Construct CM,True,True,299,Expertus.5746,Herald,29479,24.128,98.464,91.899,97.458,89.884,9.53,45.437,87.552,6.711,13.146,297435,171.109970092773,0,0,1,87.6312718786464,"https://dps.report/NJvQ-20231119-182119_kc
",qDPS
Sabetha the Saboteur,False,True,206,DavidBG.6194,Druid,29497,24.386,98.045,98.018,98.525,94.365,1.201,0,0,0,0,101077,119.261306762695,0,0,9,84.3672456575682,"https://dps.report/6UqT-20231203-185532_sab
",DPS
Soulless Horror CM,True,False,194,AlnSedai.2793,Mirage,29498,20.499,93.901,58.127,75.975,90.981,0.584,17.168,0,0,0.32,307123,145.567260742188,1,16,3,74.4725738396624,"https://dps.report/ZKYc-20231129-193003_sh
",DPS
Soulless Horror CM,True,True,168,Tarasicodissa.7084,Scourge,29507,23.401,95.223,93.796,96.614,93.722,4.868,0,0,0.056,0.097,202300,112.480461120605,0,0,20,89.3670886075949,"https://dps.report/fF9r-20231031-205639_sh
",DPS
Cairn CM,True,True,89,Tarasicodissa.7084,Scourge,29509,24.129,99.537,97.311,99.789,54.61,4.887,0,0,0,2.21,58870,154.830368041992,1,0,1,92.3076923076923,"https://dps.report/9oG1-20231121-222649_cairn
",DPS
Keep Construct CM,True,True,298,Reeezzz.1802,Berserker,29559,20.467,98.177,89.232,96.489,79.574,0,0,0,0,0,332063,148.567443847656,0,0,12,75.5627009646302,"https://dps.report/1gVA-20231126-181754_kc
",DPS
Sabetha the Saboteur,False,True,221,MORTthroughLIFE.9284,Scourge,29595,24.206,98.944,99.471,94.727,98.595,2.85,0,0,0,0.109,290245,118.474136352539,0,0,74,78.9237668161435,"https://dps.report/wgL7-20231120-202849_sab
",DPS
Mursaat Overseer CM,True,True,108,GoGo.8725,Virtuoso,29628,24.192,98.569,98.754,98.343,91.748,0,21.479,0,0,0,73431,112.5810546875,0,0,0,95.1612903225806,"https://dps.report/t0fM-20231121-223044_mo
",DPS
Sabetha the Saboteur,False,True,222,Nopiki.8352,Vindicator,29636,24.212,99.162,96.658,97.832,95.907,0.218,0,0,0,0,207997,146.088394165039,0,0,0,72.6523887973641,"https://dps.report/Ek0m-20231112-190317_sab
",DPS
Soulless Horror CM,True,True,174,MrCamonkill.6419,Scourge,29642,24.161,96.084,98.381,97.767,97.967,4.084,0,0,0.988,0,195048,95.145263671875,0,0,13,98.4924623115578,"https://dps.report/ynYy-20231119-171558_sh
",DPS
Mursaat Overseer CM,True,True,120,SwyDie.5693,Scourge,29657,24.109,99.834,97.588,98.57,28.967,4.147,0,0,0,0,102243,113.99146270752,0,0,4,93.4426229508197,"https://dps.report/r63X-20231119-174800_mo
",DPS
Mursaat Overseer CM,True,True,120,Expertus.5746,Herald,29662,24.365,99.834,99.712,98.942,95.294,10.792,30.862,99.174,9.01,0.036,76827,84.4873199462891,0,0,2,98.343685300207,"https://dps.report/r63X-20231119-174800_mo
",qDPS
Soulless Horror CM,True,True,163,DARKstrider.7804,Mechanist,29729,24.267,92.964,99.276,91.817,93.322,0.525,0,0,0,0.306,169002,93.6891098022461,0,0,9,86.3539445628998,"https://dps.report/RFQL-20231122-214245_sh
",DPS
Soulless Horror CM,True,True,168,Arikashin.2675,Virtuoso,29757,21.986,88.864,90.759,90.162,91.548,0,25.157,0,0,0,194281,137.797821044922,0,0,24,87.8973105134474,"https://dps.report/fF9r-20231031-205639_sh
",DPS
Gorseval the Multifarious,False,True,124,Styx.3278,Catalyst,29759,24.186,98.854,99.075,100.026,95.802,5.696,27.78,2.02,0,14.778,88633,223.575332641602,0,0,0,72.552783109405,"https://dps.report/0ugw-20231031-224126_gors
",DPS
Soulless Horror CM,True,False,184,KingHenne.9837,Berserker,29762,21.044,93.676,86.03,55.188,95.001,0,0,0,0,0,224580,88.5188751220703,1,8.85,30,82.8638497652582,"https://dps.report/IGTM-20231206-211134_sh
",DPS
Soulless Horror CM,True,True,169,MORTthroughLIFE.9284,Virtuoso,29775,23.794,98.414,90.74,83.127,97.759,0,22.96,0,0,0,133287,127.290306091309,0,0,24,94.5187165775401,"https://dps.report/mmaP-20231206-212038_sh
",DPS
Mursaat Overseer CM,True,True,125,SwyDie.5693,Scourge,29777,24.445,97.854,98.656,97.412,98.375,2.666,0,0,0,0.226,105002,102.05982208252,0,0,1,93.6241610738255,"https://dps.report/nEU4-20231204-202551_mo
",DPS
Sabetha the Saboteur,False,True,197,GoGo.8725,Reaper,29788,23.901,93.744,98.871,96.833,92.596,0,0,0,0,0,179911,196.333755493164,0,0,4,76.1780104712042,"https://dps.report/4Pj8-20231121-234512_sab
",DPS
Mursaat Overseer CM,True,True,136,Hea.8675,Berserker,29889,24.603,98.78,98.338,96.38,91.605,1.009,0,0,0,0,86287,97.9460067749023,0,0,3,95.2941176470588,"https://dps.report/xHEI-20231127-202259_mo
",DPS
Soulless Horror CM,True,True,145,DARKstrider.3729,Daredevil,29899,24.693,99.771,99.014,99.311,96.004,0,31.216,0,0,0,122565,102.398963928223,1,0,65,95.2380952380952,"https://dps.report/HSYe-20231126-170508_sh
",DPS
Gorseval the Multifarious,False,True,145,Hea.8675,Berserker,29909,17.303,99.255,99.288,88.798,97.188,0,50.036,43.476,0,0,88721,355.332733154297,0,0,1,98.7234042553192,"https://dps.report/r4Q4-20231204-191636_gors
",qDPS
Gorseval the Multifarious,False,True,141,Taras.2159,Reaper,29948,24.769,99.285,99.915,99.767,88.079,0,0,0,0,6.382,51841,247.341262817383,0,0,0,99.4505494505495,"https://dps.report/35EF-20231119-190016_gors
",DPS
Mursaat Overseer CM,True,True,130,Styx.3278,Specter,29963,24.372,99.263,93.137,98.975,23.774,2.575,13.215,0,0,0,82097,75.6697998046875,0,0,0,96.9565217391304,"https://dps.report/4Ow1-20231205-212640_mo
",DPS
Sabetha the Saboteur,False,True,216,Zerumi.5120,Virtuoso,30018,24.435,99.171,99.171,97.213,99.171,0,18.104,0,0,0,91858,141.608306884766,0,0,22,94.6182728410513,"https://dps.report/moyp-20231119-190528_sab
",DPS
Mursaat Overseer CM,True,True,136,MORTthroughLIFE.9284,Virtuoso,30048,24.18,99.692,52.965,98.756,57.443,0,26.312,0,0,6.691,125198,127.858474731445,0,0,0,80.226904376013,"https://dps.report/xHEI-20231127-202259_mo
",DPS
Sabetha the Saboteur,False,True,193,Morg.8143,Vindicator,30074,24.454,98.921,98.404,98.506,97.957,0.098,0,0,0,0,168807,149.152603149414,0,0,0,83.879781420765,"https://dps.report/wf64-20231114-224458_sab
",DPS
Mursaat Overseer,False,True,83,Expertus.5746,Herald,30097,24.565,99.591,100.036,95.891,99.59,10.184,31.98,96.628,8.611,14.843,48327,93.8735275268555,0,0,0,89.4886363636364,"https://dps.report/v4Ux-20231203-173526_mo
",qDPS
Mursaat Overseer CM,True,True,130,GoGo.8725,Virtuoso,30212,24.412,99.124,99.547,99.173,86.951,0,10.552,0,0,0,88931,89.4391937255859,0,0,0,99.4661921708185,"https://dps.report/4Ow1-20231205-212640_mo
",DPS
Gorseval the Multifarious,False,True,132,Morg.8143,Vindicator,30227,23.607,99.734,95.09,98.071,98.071,0.241,0,0,0,0,82460,225.657699584961,0,0,0,81.5068493150685,"https://dps.report/0QXr-20231121-234003_gors
",DPS
Soulless Horror CM,True,True,168,Morg.8143,Mechanist,30237,18.798,86.5,83.951,87.262,87.872,0,0,0,0,1.25,281266,134.738403320313,1,0,1,77.1812080536913,"https://dps.report/fF9r-20231031-205639_sh
",DPS
Mursaat Overseer CM,True,True,130,yelle.7165,Chronomancer,30268,24.685,99.263,97.355,98.977,36.7,0.047,21.199,0,0,0,106750,68.7671737670898,0,0,0,81.7555938037866,"https://dps.report/4Ow1-20231205-212640_mo
",DPS
Mursaat Overseer CM,True,True,126,smile.7285,Soulbeast,30363,24.691,99.125,99.289,99.765,98.375,0,0,0,0,5.428,117553,82.5864944458008,0,0,13,84.8684210526316,"https://dps.report/cV7x-20231112-174406_mo
",DPS
Dhuum CM,True,False,237,DARKstrider.3729,Daredevil,30389,21.543,96.474,81.886,69.132,43.642,0.273,13.603,0,0,4.336,153286,526.843505859375,0,14.97,0,87.3469387755102,"https://dps.report/8Jhj-20231119-173439_dhuum
",DPS
Soulless Horror CM,True,True,166,Arikashin.2675,Virtuoso,30403,22.383,94.783,95.498,91,84.544,0,26.969,0,0,0.375,229337,131.417358398438,1,0,31,86.9987849331713,"https://dps.report/Lofy-20231205-205415_sh
",DPS
Soulless Horror CM,True,True,145,Expertus.5746,Harbinger,30415,24.579,99.049,98.418,99.324,97.925,4.051,48.721,97.294,4.943,7.969,204517,63.4467430114746,0,0,0,90,"https://dps.report/HSYe-20231126-170508_sh
",qDPS
Mursaat Overseer CM,True,True,126,randburst.2187,Virtuoso,30461,24.641,99.238,97.987,97.987,97.987,0,17.697,0,0,0,94976,107.408935546875,0,0,1,88.1064162754304,"https://dps.report/n5aR-20231120-213352_mo
",DPS
Soulless Horror CM,True,False,194,Montgomery.1624,Scourge,30481,23.375,97.023,97.602,97.333,92.547,2.729,0,0.451,0,0.291,243468,149.266571044922,2,1.01,30,84.0816326530612,"https://dps.report/ZKYc-20231129-193003_sh
",DPS
Soulless Horror CM,True,True,169,LeoLightsol.6905,Mirage,30503,23.738,98.772,87.199,93.084,98.67,6.228,35.292,0,0,0,156618,130.757934570313,0,0,3,93.9393939393939,"https://dps.report/mmaP-20231206-212038_sh
",DPS
Sabetha the Saboteur,False,True,193,yelle.7165,Virtuoso,30506,24.071,98.92,96.528,96.714,92.774,0,29.001,0,0,2.067,86078,145.437042236328,0,0,8,93.9678284182306,"https://dps.report/wf64-20231114-224458_sab
",DPS
Sabetha the Saboteur,False,True,197,yelle.7165,Virtuoso,30518,24.116,98.627,99.169,97.407,57.41,0,29.309,0,0,0,135871,138.661605834961,0,0,17,82.6612903225806,"https://dps.report/4Pj8-20231121-234512_sab
",DPS
Vale Guardian,False,True,155,Sniperius.5623,Scrapper,30567,24.602,98.919,99.687,98.246,95.869,0,24.91,0,0,0,135286,130.510101318359,0,0,0,91.9770773638968,"https://dps.report/qyLg-20231204-190551_vg
",DPS
Mursaat Overseer CM,True,True,107,GoGo.8725,Virtuoso,30624,24.451,99.204,99.263,98.607,93.26,0,19.692,0,0,0,77950,112.782257080078,0,0,0,92.3679060665362,"https://dps.report/TRMh-20231031-213101_mo
",DPS
Mursaat Overseer,False,True,83,MonTheR.2460,Chronomancer,30636,24.72,98.911,99.416,99.103,75.118,0.005,18.568,0,0,0,59385,103.990966796875,0,0,3,90.6166219839142,"https://dps.report/v4Ux-20231203-173526_mo
",DPS
Mursaat Overseer CM,True,True,125,Thomas.4208,Specter,30665,23.781,99.28,91.559,97.761,59.278,2.225,5.583,0,0,1.199,88580,123.308082580566,0,0,1,71.2918660287081,"https://dps.report/ZSWF-20231106-202404_mo
",DPS
Soulless Horror CM,True,True,179,Hea.8675,Scourge,30720,24.608,98.433,98.433,99.008,98.948,2.689,0,0,0,1.259,180537,101.132789611816,0,0,43,93.8775510204082,"https://dps.report/IGuE-20231115-194911_sh
",DPS
Cairn CM,True,True,87,Montgomery.1624,Scourge,30798,24.434,99.841,98.469,98.785,94.424,5.482,0,0,0,1.652,33186,103.700607299805,0,0,2,97.6923076923077,"https://dps.report/5dtH-20231203-173228_cairn
",DPS
Sabetha the Saboteur,False,True,195,Arikashin.2675,Virtuoso,30863,24.341,98.937,99.59,97.697,81.085,0,24.539,0,0,4.41,103628,166.011047363281,0,0,12,87.1559633027523,"https://dps.report/LFop-20231205-224447_sab
",DPS
Mursaat Overseer,False,True,83,MrCamonkill.6419,Scourge,30868,24.702,99.282,99.727,99.105,95.453,5.291,0,0,0,0,48902,68.6477966308594,0,0,6,91.5492957746479,"https://dps.report/v4Ux-20231203-173526_mo
",DPS
Keep Construct CM,True,True,333,Sniperius.5623,Soulbeast,30909,23.113,99.629,98.798,98.666,86.918,0,0,0,0,22.8,202755,269.775909423828,1,0,4,79.6261682242991,"https://dps.report/QGjg-20231204-200612_kc
",DPS
Cairn CM,True,True,92,MORTthroughLIFE.9284,Virtuoso,31000,23.876,99.879,89.572,99.316,96.181,0,21.567,0,0,0,66422,163.715530395508,0,0,0,89.1774891774892,"https://dps.report/PwBy-20231127-201822_cairn
",DPS
Soulless Horror CM,True,False,184,Montgomery.1624,Scourge,31008,22.046,95.65,83.02,87.134,95.912,3.48,0,0,0.471,0,208404,127.830352783203,0,0,18,78.2110091743119,"https://dps.report/IGTM-20231206-211134_sh
",DPS
Qadim the Peerless,False,False,103,ups.9017,Harbinger,31078,19.236,94.569,95.488,87.145,88.113,0.71,0,0,0,0,44579,426.970977783203,1,29.99,0,96.2068965517241,"https://dps.report/l7kQ-20231203-162203_qpeer
",DPS
Cairn CM,True,True,96,smile.7285,Virtuoso,31093,24.532,99.984,87.113,97.991,55.786,0,16.24,0,0,0,45375,193.408096313477,0,49.98,0,89.3764434180139,"https://dps.report/b4Mw-20231119-174425_cairn
",DPS
Cairn CM,True,True,96,Zerumi.5120,Virtuoso,31094,23.989,99.26,96.549,97.448,85.757,0,14.238,0,0,0,52787,181.662658691406,0,15.95,0,98.4978540772532,"https://dps.report/b4Mw-20231119-174425_cairn
",DPS
Keep Construct CM,True,True,299,MrCamonkill.6419,Scourge,31114,24.221,99.084,98.685,96.824,96.205,3.723,0,0,0,0,222759,157.107452392578,0,0,76,88.5674931129477,"https://dps.report/NJvQ-20231119-182119_kc
",DPS
Sabetha the Saboteur,False,True,222,smile.7285,Mirage,31166,23.896,98.708,96.658,97.378,95.907,0,9.115,0,0,1.992,223457,126.843307495117,0,0,57,81.2206572769953,"https://dps.report/Ek0m-20231112-190317_sab
",DPS
Keep Construct CM,True,True,355,Zerumi.5120,Chronomancer,31217,20.684,94.964,64.815,94.996,76.224,0.046,11.31,0,0,1.111,405022,222.379837036133,0,0,34,66.4623467600701,"https://dps.report/d3iG-20231112-181649_kc
",DPS
