encounter,is_cm,is_success,time,player,profession,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,stack_dist,downed,dead_duration,cleanses,above90%,log,role
Cardinal Adina CM,True,True,247,DARKstrider.4250,Herald,10054,22.608,99.256,93.898,96.738,72.811,8.567,29.201,87.203,4.019,18.848,159520,172.25016784668,1,0,0,87.7076411960133,"https://dps.report/Rjgi-20231119-162035_adina
",qDPS
Cardinal Sabir CM,True,True,251,DARKstrider.8702,Firebrand,10083,23.336,99.836,99.17,98.876,79.101,1.55,25.338,79.153,0,0,208670,201.704650878906,0,0,0,75.9450171821306,"https://dps.report/DQUv-20231112-160835_sabir
",qDPS
Cardinal Sabir CM,True,True,277,Hea.8675,Herald,10102,23.836,99.686,99.686,99.713,89.705,7.351,0,54.306,0,0.196,243904,157.658706665039,0,0,0,95.6928838951311,"https://dps.report/lTF3-20231206-201320_sabir
",qDPS
Deimos CM,True,True,347,faight.3264,Firebrand,10116,20.618,93.379,98.847,89.022,83.768,2.248,26.664,51.048,0,0,222829,364.467376708984,0,0,0,100,"https://dps.report/jUl9-20231106-204218_dei
",qDPS
Cairn CM,True,True,95,WipZedKay.5316,Scourge,10121,22.57,98.918,66.915,99.209,31.782,7.327,0,0,65.383,36.087,53465,288.846801757813,0,0,0,49.645390070922,"https://dps.report/SDPP-20231205-211917_cairn
",aDPS
Qadim CM,True,False,258,faight.3264,Firebrand,10123,22.252,99.978,99.978,97.923,85.977,2.036,34.981,38.007,0,1.503,191687,572.820678710938,0,56.99,40,89.2857142857143,"https://dps.report/LPpX-20231122-225555_qadim
",qDPS
Sabetha the Saboteur,False,True,222,SwyDie.5693,Scourge,10127,24.156,97.295,96.658,97.832,95.907,16.968,7.219,0,87.526,83.336,183489,105.108810424805,0,0,68,89.1304347826087,"https://dps.report/Ek0m-20231112-190317_sab
",aDPS
Conjured Amalgamate CM,True,True,161,DARKstrider.9245,Scourge,10176,18.513,99.384,69.494,100,69.625,8.902,0,0.716,77.317,66.295,21960,218.572769165039,0,0,10,94.949494949495,"https://dps.report/WXRL-20231203-163515_ca
",aDPS
Qadim CM,True,False,258,DARKstrider.7804,Mechanist,10180,15.772,99.978,66.802,48.416,46.706,1.011,15.482,0,0,0,167236,867.195129394531,2,145,1,76.4705882352941,"https://dps.report/LPpX-20231122-225555_qadim
",DPS
Matthias Gabrel,False,True,154,DARKstrider.4250,Herald,10196,24.232,99.536,98.86,97.004,88.181,8.817,33.77,94.424,6.339,7.587,132908,219.268188476562,2,0,5,77.1573604060914,"https://dps.report/yfsl-20231119-184659_matt
",qDPS
Sabetha the Saboteur,False,True,195,Tarasicodissa.7084,Scourge,10206,22.591,93.881,96.691,97.755,65.321,7.789,0,0,67.352,46.363,40595,535.440307617187,0,0,28,79.236276849642,"https://dps.report/LFop-20231205-224447_sab
",aDPS
Slothasor,False,False,146,Sakke.3096,Scourge,10245,19.64,89.135,77.762,81.972,79.927,4.733,0,0,0,1.06,280332,150.58415222168,2,0,2,83.6283185840708,"https://dps.report/euk8-20231126-183727_sloth
",DPS
Matthias Gabrel,False,True,154,Sashyca.8172,Scourge,10314,24.291,99.536,98.86,99.072,95.683,7.157,0,0,61.281,43.91,87803,233.491226196289,0,0,16,89.5348837209302,"https://dps.report/yfsl-20231119-184659_matt
",aDPS
Cardinal Adina CM,True,True,277,Hea.8675,Herald,10316,23.729,97.864,97.999,94.387,96.873,4.772,0,83.757,0,0,157186,172.896530151367,0,0,0,95.0338600451467,"https://dps.report/P6C0-20231129-191420_adina
",qDPS
Qadim,False,True,415,DARKstrider.7804,Mechanist,10326,19.254,90.63,92.905,57.022,59.707,0,11.099,0,0,0,193235,854.283386230469,1,0,8,89.7674418604651,"https://dps.report/iApK-20231122-231024_qadim
",DPS
Cardinal Adina CM,True,True,250,Irda.4105,Herald,10334,23.375,96.903,96.974,96.09,83.707,7.426,5.401,89.269,2.699,5.081,188450,181.625518798828,1,0,0,87.5486381322957,"https://dps.report/kLiC-20231114-201010_adina
",qDPS
Qadim CM,True,True,447,faight.3264,Firebrand,10371,17.643,99.485,98.862,90.032,84.14,3.369,38.08,46.468,0,3.312,185098,509.068725585938,0,0,53,95.4703832752613,"https://dps.report/XkCr-20231129-203551_qadim
",qDPS
Soulless Horror CM,True,True,183,DARKstrider.9245,Scourge,10376,23.296,92.133,91.729,91.978,92.733,6.23,0,0,72.776,65.95,336574,172.477676391602,1,0,47,88.013698630137,"https://dps.report/xu4J-20231203-170253_sh
",aDPS
Slothasor,False,True,180,Arikashin.2675,Virtuoso,10467,20.947,97.117,85.889,90.099,77.202,0,17.168,0,0,0,319982,190.995697021484,3,0,20,48.2897384305835,"https://dps.report/zOZS-20231205-221048_sloth
",DPS
Twin Largos CM,True,True,269,Keesh.5960,Firebrand,10470,21.825,99.565,99.289,99.427,55.502,6.082,29.277,81.342,0,2.82,198273,1413.36767578125,0,0,1,83.8582677165354,"https://dps.report/wSSp-20231205-203258_twins
",qDPS
Twin Largos,False,True,239,YULookAtMe.6859,Daredevil,10481,18.298,95.735,53.579,80.037,53.829,0.564,13.157,0,0,8.348,187960,1173.30639648438,0,0,18,91.0505836575875,"https://dps.report/CLUW-20231203-164415_twins
",DPS
Cardinal Adina CM,True,True,246,Sakke.3096,Scourge,10500,21.493,99.783,77.353,87.483,80.439,5.154,0,0,0,0,235697,145.78434753418,1,0,3,71.5909090909091,"https://dps.report/o0sO-20231126-161032_adina
",DPS
Cardinal Sabir CM,True,True,257,Hea.8675,Herald,10532,24.164,99.719,99.743,85.576,97.666,4.796,0,85.256,0,2.251,199501,173.820083618164,0,0,3,77.7966101694915,"https://dps.report/SyM9-20231129-190727_sabir
",qDPS
Cardinal Adina CM,True,True,277,Thomas.4208,Harbinger,10535,24.072,98.891,93.054,92.481,94.842,1.66,31.55,63.55,4.8,0.509,220447,218.756225585937,0,0,0,85.7605177993528,"https://dps.report/zi9i-20231122-211448_adina
",qDPS
Samarog CM,True,True,345,Irda.4105,Herald,10567,23.939,100.027,94.476,91.269,64.624,9.242,3.741,73.127,0.629,4.253,236973,174.967971801758,1,0,0,77.1186440677966,"https://dps.report/kLBj-20231031-213847_sam
",qDPS
Samarog CM,True,True,357,Keesh.5960,Firebrand,10633,21.826,99.242,99.047,74.222,42.051,5.74,48.67,78.122,0,0.734,251451,212.406600952148,0,0,0,62.8272251308901,"https://dps.report/vxVA-20231205-213316_sam
",qDPS
Dhuum CM,True,False,237,DARKstrider.4250,Herald,10662,19.175,99.847,83.424,49.917,42.708,5.141,24.645,49.812,3.892,3.373,126264,693.121154785156,0,39.99,0,38.6243386243386,"https://dps.report/8Jhj-20231119-173439_dhuum
",qDPS
Qadim,False,True,379,smile.7285,Daredevil,10702,17.82,100,79.276,71.907,61.881,0.44,12.731,0,0,4.179,124873,904.199340820312,0,0,2,98.7373737373737,"https://dps.report/TEEl-20231119-171020_qadim
",DPS
Twin Largos CM,True,True,282,faight.3264,Firebrand,10719,21.851,99.183,96.259,99.667,83.88,4.182,36.753,51.735,0,0,269340,1482.20959472656,0,0,49,84.641638225256,"https://dps.report/Bi4f-20231129-202107_twins
",qDPS
Twin Largos CM,True,True,289,Irda.4105,Herald,10751,24.076,96.542,98.832,87.664,72.467,7.545,4.253,87.961,0.252,1.789,333240,1485.70922851563,0,0,1,73.4848484848485,"https://dps.report/2UPX-20231031-203441_twins
",qDPS
Dhuum,False,False,176,Hotsy.3850,Specter,10752,17.353,66.793,38.16,42.264,54.074,0.735,2.833,0,0,0,75350,628.992065429688,0,0,1,80.952380952381,"https://dps.report/t7gu-20231112-172448_dhuum
",DPS
Twin Largos CM,True,True,294,DARKstrider.8702,Firebrand,10779,21.105,99.006,98.789,89.037,85.214,3.363,24.567,84.08,0,0,257347,1546.87658691406,0,0,37,94.1176470588235,"https://dps.report/ltp2-20231112-164922_twins
",qDPS
Cairn CM,True,True,87,DARKstrider.9245,Scourge,10806,24.425,99.432,83.219,98.785,81.052,6.421,0,0,73.768,84.907,49060,239.427947998047,0,0,6,72.2627737226277,"https://dps.report/5dtH-20231203-173228_cairn
",aDPS
Qadim the Peerless,False,True,299,Hea.8675,Firebrand,10821,20.944,99.282,98.735,85.858,54.231,1.732,31.873,47.322,0,0,59045,354.127655029297,0,0,0,100,"https://dps.report/f2II-20231206-203345_qpeer
",qDPS
Cairn CM,True,True,96,DARKstrider.4250,Herald,10863,24.054,100.049,86.104,98.16,54.427,8.195,32.755,78.774,4.387,14.39,47234,275.270904541016,0,0,0,72.8448275862069,"https://dps.report/b4Mw-20231119-174425_cairn
",qDPS
Slothasor,False,True,180,GoGo.8725,Reaper,10897,20.586,86.014,82.853,75.856,56.062,0.219,0,0,0,0.44,379478,244.137435913086,1,0,18,45.0757575757576,"https://dps.report/zOZS-20231205-221048_sloth
",DPS
Qadim,False,True,415,SwyDie.5693,Reaper,10907,19.793,84.077,90.596,54.765,54.426,0,0,0,0,0,194773,813.209289550781,0,0,0,96.0556844547564,"https://dps.report/iApK-20231122-231024_qadim
",DPS
Dhuum CM,True,True,425,GoGo.8725,Scourge,10981,17.373,74.311,87.644,51.996,64.619,1.658,0,0,0,0.338,221115,588.444946289063,0,0,7,77.0685579196218,"https://dps.report/QpHC-20231114-212326_dhuum
",DPS
Cardinal Adina CM,True,True,277,faight.3264,Herald,10998,23.743,98.621,97.146,96.987,96.987,8.948,20.579,85.545,6.205,3.849,158105,204.933944702148,0,0,0,97.7635782747604,"https://dps.report/zi9i-20231122-211448_adina
",qDPS
Twin Largos CM,True,True,269,Irda.4105,Herald,11069,24.014,96.126,97.676,91.047,79.528,8.346,20.812,87.387,5.219,23.26,207066,1450.89099121094,0,0,1,81.9444444444444,"https://dps.report/wSSp-20231205-203258_twins
",qDPS
Qadim CM,True,True,452,Thomas.4208,Herald,11086,24.485,96.709,100,74.594,84.598,5.22,7.141,64.959,1.175,4.604,288025,619.804016113281,1,0,2,70.4061895551257,"https://dps.report/UdAH-20231108-202158_qadim
",qDPS
Vale Guardian,False,True,158,DARKstrider.9245,Scourge,11142,22.748,99.153,99.832,98.9,98.523,6.706,0,0,65.476,59.14,114187,139.823486328125,0,0,4,79.0419161676647,"https://dps.report/gOLL-20231121-233101_vg
",aDPS
Gorseval the Multifarious,False,True,133,Tarasicodissa.7084,Scourge,11149,24.443,98.808,96.499,99.239,86.415,12.058,0,0,75.052,52.914,51443,198.219528198242,0,0,34,91.0994764397906,"https://dps.report/WLW9-20231205-223928_gors
",aDPS
Twin Largos CM,True,True,288,Alecssu.1035,Reaper,11157,23.601,99.613,85.178,97.972,84.954,0,0,0,0,0.198,266620,1481.6572265625,0,0,14,66.7711598746081,"https://dps.report/2mWf-20231115-202555_twins
",DPS
Twin Largos CM,True,False,112,Thomas.4208,Herald,11161,24.227,97.322,99.208,97.566,97.54,4.686,9.263,90.239,2.049,8.497,85137,215.268249511719,0,0,0,94.6969696969697,"https://dps.report/rr8R-20231108-200518_twins
",qDPS
Cairn CM,True,True,95,Tarasicodissa.7084,Scourge,11174,23.207,99.848,99.208,94.449,87.307,8.66,0,0,68.131,54.755,49531,197.0205078125,0,0,0,59.2814371257485,"https://dps.report/SDPP-20231205-211917_cairn
",aDPS
Slothasor,False,True,180,Keesh.5960,Firebrand,11177,19.89,91.748,82.369,91.985,84.603,4.654,36.585,63.512,0,1.063,293788,173.584503173828,1,0,104,44.4444444444444,"https://dps.report/zOZS-20231205-221048_sloth
",qDPS
Slothasor,False,True,187,DARKstrider.4250,Herald,11187,19.989,88.049,80.431,79.998,79.988,7.811,26.274,71.307,5.649,7,183211,130.005874633789,0,0,9,81.3559322033898,"https://dps.report/E6aW-20231119-183507_sloth
",qDPS
Twin Largos CM,True,True,300,faight.3264,Firebrand,11191,22.63,99.091,99.214,99.264,91.286,2.778,31.814,57.466,0,0,233938,1526.40649414063,0,0,26,92.4,"https://dps.report/qqCx-20231122-224114_twins
",qDPS
Qadim CM,True,False,100,Hea.8675,Firebrand,11240,24.961,99.984,99.984,99.984,89.356,1.42,35.849,63.203,0,0,35086,421.506866455078,0,51.02,0,89.010989010989,"https://dps.report/o46X-20231206-205306_qadim
",qDPS
Samarog CM,True,True,398,Thomas.4208,Firebrand,11243,23.354,99.58,99.347,98.832,94.274,4.346,27.844,53.098,0,0,375203,162.067398071289,2,0,8,83.399209486166,"https://dps.report/HtZR-20231204-203453_sam
",qDPS
Qadim CM,True,True,553,GoGo.8725,Reaper,11302,18.332,88.146,83.378,68.724,63.689,0,0,0,0,0,577032,706.025268554687,2,0,2,73.6600306278714,"https://dps.report/9w02-20231031-205059_qadim
",DPS
Cardinal Sabir CM,True,True,241,Keesh.5960,Herald,11308,24.758,99.87,99.626,94.56,81.56,9.394,42.246,92.664,8.525,24.326,221079,182.968902587891,0,0,3,68.4466019417476,"https://dps.report/CtTa-20231114-200308_sabir
",qDPS
Sabetha the Saboteur,False,True,222,DARKstrider.8702,Firebrand,11319,24.152,97.942,97.089,97.378,95.907,1.869,33.448,88.517,0,0,202303,89.2396087646484,0,0,1,74.8826291079812,"https://dps.report/Ek0m-20231112-190317_sab
",qDPS
Qadim CM,True,False,258,Thomas.4208,Chronomancer,11320,21.604,99.958,86.161,91.497,85.408,0.101,14.521,32.649,0,0.016,208263,526.273193359375,2,42.97,0,68.3720930232558,"https://dps.report/LPpX-20231122-225555_qadim
",qDPS
Qadim CM,True,False,178,smile.7285,Chronomancer,11321,14.053,92.316,94.656,59.328,45.149,1.894,20.897,41.591,0,0,111458,577.445434570313,1,86.89,5,95.4285714285714,"https://dps.report/w0IG-20231126-164851_qadim
",qDPS
Cardinal Adina CM,True,True,225,Irda.4105,Herald,11372,23.465,98.248,98.248,95.623,67.102,10.223,6.716,95.423,4.909,7.82,185699,166.612350463867,0,0,0,49.3975903614458,"https://dps.report/1g45-20231121-211831_adina
",qDPS
Qadim,False,True,398,smile.7285,Chronomancer,11399,14.589,79.655,79.938,75.314,45.601,2.151,20.036,39.381,0,0,186394,770.975158691406,1,0,4,72.5446428571429,"https://dps.report/23Wy-20231126-170026_qadim
",qDPS
Dhuum,False,False,158,ups.9017,Scourge,11400,19.278,88.349,84.105,63.59,62.777,1.896,0,0,0,0,71150,459.259216308594,0,0.02,0,74.4186046511628,"https://dps.report/J6ph-20231203-172208_dhuum
",DPS
Cardinal Adina CM,True,True,229,Irda.4105,Herald,11410,23.101,97.091,96.783,94.807,86.585,8.234,5.591,88.159,0.057,0,149647,177.743026733398,0,0,0,64.8648648648649,"https://dps.report/gvyv-20231031-201023_adina
",qDPS
Cardinal Adina CM,True,False,261,LeoLightsol.6905,Chronomancer,11422,21.051,97.149,97.381,87.92,74.232,0.111,21.709,25.309,0,0.94,176322,241.760589599609,1,94.06,0,88.6543535620053,"https://dps.report/Wk8G-20231206-201946_adina
",qDPS
Qadim CM,True,False,103,faight.3264,Firebrand,11432,21.581,99.916,99.916,99.916,89.584,2.354,38.979,43.684,0,0,44129,504.011138916016,0,38.04,23,90.5263157894737,"https://dps.report/MxKk-20231115-203419_qadim
",qDPS
Keep Construct CM,True,False,324,DARKstrider.9245,Scourge,11433,19.087,89.427,72.132,87.132,73.741,8.132,0,0,59.692,44.293,214573,211.647842407227,2,0,118,61.7463617463618,"https://dps.report/bCMx-20231126-181211_kc
",aDPS
Cardinal Adina CM,True,True,293,Alecssu.1035,Scourge,11441,20.03,97.362,63.305,76.253,82.338,3.122,0,0,0,1.851,228131,229.928451538086,1,0,1,80.0595238095238,"https://dps.report/nxJ2-20231115-192734_adina
",DPS
Slothasor,False,True,180,DARKstrider.7804,Mechanist,11466,19.277,86.55,92.449,78.836,72.731,0,12.793,0,0,0,318341,247.874145507812,2,0,0,31.7204301075269,"https://dps.report/zOZS-20231205-221048_sloth
",DPS
Cardinal Adina CM,True,True,277,faight.3264,Chronomancer,11483,22.109,97.797,79.353,97.864,91.503,3.131,20.153,69.096,0,0.016,204164,250.914932250977,0,0,1,94.3157894736842,"https://dps.report/P6C0-20231129-191420_adina
",qDPS
Matthias Gabrel,False,True,168,sid.9435,Herald,11490,22.561,95.687,93.468,86.87,93.621,4.811,22.335,78.483,0.871,0,136082,250.726699829102,0,0,0,79.8045602605863,"https://dps.report/L54l-20231106-194442_matt
",qDPS
Cardinal Adina CM,True,False,261,Dova.4213,Dragonhunter,11514,22.401,88.964,94.808,78.205,84.393,0.083,0,0,0,1.028,132813,177.808547973633,1,0,3,92.8191489361702,"https://dps.report/Wk8G-20231206-201946_adina
",DPS
Keep Construct CM,True,True,355,DARKstrider.8702,Firebrand,11520,19.786,94.949,92.117,71.168,81.427,2.349,33.137,74.223,0,0,336881,230.95637512207,1,0,8,75.0830564784053,"https://dps.report/d3iG-20231112-181649_kc
",qDPS
Qadim CM,True,False,258,SwyDie.5693,Reaper,11552,20.01,99.273,80.915,57.155,61.536,0,0,0,0,0,154351,700.636535644531,1,59.01,0,90.5660377358491,"https://dps.report/LPpX-20231122-225555_qadim
",DPS
Qadim CM,True,True,449,MORTthroughLIFE.9284,Soulbeast,11556,20.804,98.087,92.834,64.732,78.314,0,0,0,0,3.841,218778,625.188659667969,0,0,1,99.581589958159,"https://dps.report/JdGn-20231206-210134_qadim
",DPS
Samarog CM,True,True,395,Irda.4105,Herald,11559,24.328,99.64,99.568,85.822,87.184,9.772,18.631,91.524,6.215,15.464,250237,152.760757446289,1,0,0,94.5337620578778,"https://dps.report/Zbh7-20231121-223908_sam
",qDPS
Slothasor,False,True,150,DARKstrider.3729,Daredevil,11590,21.412,96.43,87.275,91.92,95.747,0,21.798,0,0,0,105798,105.915458679199,1,0,13,90.7363420427553,"https://dps.report/SCk3-20231126-184049_sloth
",DPS
Xera,False,True,277,Sakke.3096,Scourge,11642,15.343,72.355,53.971,79.133,79.451,2.034,0,0,0,0,98179,502.921203613281,0,0,35,100,"https://dps.report/9glu-20231126-182618_xera
",DPS
Dhuum,False,True,339,GoGo.8725,Scourge,11657,15.476,81.142,57.042,48.098,54.833,1.905,0,0,0,0.423,162022,608.842895507813,0,0,2,67.9190751445087,"https://dps.report/29cW-20231031-212323_dhuum
",DPS
Matthias Gabrel,False,True,173,faight.3264,Firebrand,11699,20.234,89.501,92.119,93.424,75.709,1.132,27.691,48.495,0,0,146144,237.344909667969,1,0,30,88.4488448844884,"https://dps.report/vo7w-20231120-204739_matt
",qDPS
Cardinal Adina,False,True,214,Montgomery.1624,Scourge,11708,21.796,97.911,63.409,87.782,55.672,4.426,0,0,0,0,131102,199.816619873047,0,0,0,89.3004115226337,"https://dps.report/p33N-20231203-161555_adina
",DPS
Qadim CM,True,True,449,Thomas.4208,Herald,11709,24.258,95.551,99.034,70.555,83.113,6.082,8.437,62.37,0.334,5.859,224236,657.466979980469,1,0,1,90.6458797327394,"https://dps.report/JdGn-20231206-210134_qadim
",qDPS
Qadim CM,True,True,429,Thomas.4208,Herald,11731,24.408,100,100,73.873,89.036,5.313,8.599,66.694,1.573,2.61,173919,633.585327148438,0,0,6,88.4782608695652,"https://dps.report/wO25-20231115-204219_qadim
",qDPS
Xera,False,True,306,Thomas.4208,Herald,11752,24.458,98.791,99.889,81.965,85.709,6.904,10.579,88.661,1.517,4.662,70271,452.706390380859,0,0,1,100,"https://dps.report/p6Ma-20231120-211828_xera
",qDPS
Cardinal Sabir CM,True,True,235,Irda.4105,Herald,11783,23.623,98.373,97.698,94.152,85.755,8.836,11.66,85.198,7.43,17.137,191758,249.200714111328,1,0,0,65.9367396593674,"https://dps.report/j0DE-20231205-200650_sabir
",qDPS
Slothasor,False,True,150,Sakke.3096,Scourge,11787,19.23,91.022,89.66,89.679,82.783,3.834,0,0,0,0.81,155488,105.708305358887,1,0,10,75.0877192982456,"https://dps.report/SCk3-20231126-184049_sloth
",DPS
Vale Guardian,False,True,159,DARKstrider.8702,Firebrand,11793,23.575,99.62,99.649,97.098,98.223,3.787,30.38,80.576,0,0,147530,157.468566894531,0,0,0,77.1428571428571,"https://dps.report/aJKF-20231112-184834_vg
",qDPS
Dhuum,False,True,322,Expertus.5746,Herald,11798,21.275,99.993,98.617,66.346,76.938,7.316,32.441,60.172,3.726,26.35,86097,507.325775146484,0,0,1,95.7191780821918,"https://dps.report/fs0R-20231203-172810_dhuum
",qDPS
Qadim CM,True,False,103,Sniperius.5623,Reaper,11818,20.344,81.991,75.991,51.559,60.97,0,0,0,0,0,28007,1031.54309082031,0,14.03,0,100,"https://dps.report/MxKk-20231115-203419_qadim
",DPS
Twin Largos CM,True,True,300,Sashyca.8172,Scourge,11836,24.495,99.171,98.72,81.386,98.275,1.937,4.446,0,0.674,0,250894,1563.50341796875,0,0,6,89.7637795275591,"https://dps.report/qqCx-20231122-224114_twins
",DPS
Matthias Gabrel,False,True,202,Cry Me A River.8275,Daredevil,11842,22.748,99.148,94.038,98.293,93.866,2.415,35.096,0,0,17.417,119446,247.374877929687,0,0,7,90.1785714285714,"https://dps.report/OiTz-20231203-183249_matt
",DPS
Xera,False,True,277,Hea.8675,Spellbreaker,11866,22.231,99.064,89.72,86.171,45.193,0.764,0,0,0,0,56441,564.011413574219,0,0,0,100,"https://dps.report/9glu-20231126-182618_xera
",DPS
Cardinal Adina CM,True,True,250,Keesh.5960,Herald,11871,23.348,99.761,99.389,97.092,77.841,8.041,36.75,83.801,4.531,11.56,198570,149.985504150391,1,0,2,100,"https://dps.report/kLiC-20231114-201010_adina
",qDPS
Qadim the Peerless CM,True,True,346,faight.3264,Firebrand,11873,20.178,96.068,94.104,64.761,77.426,1.128,29.594,34.535,0,0,133426,377.206481933594,0,0,65,88.2121807465619,"https://dps.report/betY-20231115-194233_qpeer
",qDPS
Cardinal Adina CM,True,True,277,Montgomery.1624,Scourge,11873,23.02,97.389,97.999,74.838,96.873,2.549,0,0,0,0,167906,257.136779785156,0,0,0,91.8495297805643,"https://dps.report/P6C0-20231129-191420_adina
",DPS
Twin Largos CM,True,True,288,faight.3264,Firebrand,11883,21.842,99.656,99.005,97.823,75.856,2.593,48.099,57.798,0,0,253733,1449.67309570313,0,0,64,74.1741741741742,"https://dps.report/2mWf-20231115-202555_twins
",qDPS
Cairn CM,True,True,96,Sashyca.8172,Scourge,11892,24.091,100.049,86.104,97.533,62.392,4.827,0,0,70.976,11.597,37142,228.201354980469,0,0,1,78.0104712041885,"https://dps.report/b4Mw-20231119-174425_cairn
",aDPS
Soulless Horror CM,True,True,166,Tarasicodissa.7084,Scourge,11919,24.066,93.328,90.397,94.78,83.467,7.629,1.398,0,35.578,32.469,284535,208.607803344727,0,28.91,44,65.6488549618321,"https://dps.report/Lofy-20231205-205415_sh
",aDPS
Twin Largos CM,True,True,294,Bates.2407,Daredevil,11926,20.283,98.961,87.509,90.132,89.445,1.485,13.372,0,0,14.863,218577,1546.69189453125,0,0,13,91.9786096256685,"https://dps.report/ltp2-20231112-164922_twins
",DPS
Twin Largos CM,True,True,268,Sakke.3096,Scourge,11945,22.179,99.344,99.25,91.22,88,5.062,0,0,0.642,0,273892,1471.35131835938,0,0,6,62.111801242236,"https://dps.report/3ZG6-20231126-164051_twins
",DPS
Xera,False,True,294,Arikashin.2675,Virtuoso,11978,20.195,79.764,98.64,56.793,39.378,0,17.246,0,0,2.306,45449,591.962341308594,0,0,11,100,"https://dps.report/fRd1-20231205-220601_xera
",DPS
Cardinal Sabir CM,True,True,241,DARKstrider.3729,Daredevil,12007,20.688,99.421,68.884,78.545,52.498,0,15.74,0,0,0,175194,178.959930419922,2,0,6,46.7889908256881,"https://dps.report/hNtA-20231126-160520_sabir
",DPS
Samarog CM,True,True,357,Irda.4105,Herald,12015,24.277,99.412,97.665,93.313,22.992,9.545,10.32,83.102,4.091,18.028,221169,173.960159301758,2,0,0,79.2022792022792,"https://dps.report/vxVA-20231205-213316_sam
",qDPS
Twin Largos CM,True,True,283,Thomas.4208,Herald,12016,24.828,99.871,99.576,99.344,99.301,4.995,9.189,94.763,1.522,2.848,235625,1471.85083007813,0,0,0,81.25,"https://dps.report/t5lB-20231108-201032_twins
",qDPS
Dhuum,False,True,323,Expertus.5746,Herald,12031,20.922,98.145,93.402,68.513,73.442,6.083,36.849,53.806,5.736,23.32,134514,522.245056152344,1,0,0,76.4344262295082,"https://dps.report/mdMh-20231126-172849_dhuum
",qDPS
Dhuum,False,True,322,Derok.9834,Firebrand,12031,20.767,97.541,95.932,78.094,85.115,2.033,38.557,52.587,0,2.205,140412,319.2197265625,0,0,17,88.2352941176471,"https://dps.report/fs0R-20231203-172810_dhuum
",qDPS
Dhuum CM,True,False,244,Arikashin.2675,Virtuoso,12049,18.126,79.65,84.945,42.813,58.43,0,7.606,0,0,0,157216,491.315795898437,1,41.03,0,88.7788778877888,"https://dps.report/tixR-20231121-221210_dhuum
",DPS
Dhuum,False,False,176,DARKstrider.8702,Firebrand,12053,18.126,94.367,89.992,64.502,52.998,1.087,13.148,44.89,0,0,63477,421.134307861328,0,0,0,95.1048951048951,"https://dps.report/t7gu-20231112-172448_dhuum
",qDPS
Slothasor,False,True,134,Arikashin.2675,Virtuoso,12073,20.547,77.941,68.093,87.174,90.825,0,24.356,0,0,0,181922,154.61003112793,1,3.38,7,86.7735470941884,"https://dps.report/FPlW-20231121-231327_sloth
",DPS
Cardinal Adina CM,True,False,261,MORTthroughLIFE.9284,Virtuoso,12085,21.294,97.54,97.592,80.444,67.171,0,23.319,0,0,4.41,220445,202.713821411133,3,84.06,1,84.1603053435115,"https://dps.report/Wk8G-20231206-201946_adina
",DPS
Slothasor,False,True,137,Dova.4213,Willbender,12090,20.239,79.778,64.615,72.156,71.715,0.04,8.026,0,0,0,90597,225.282012939453,0,0,33,78.125,"https://dps.report/lvbt-20231120-203351_sloth
",DPS
Cardinal Adina CM,True,True,246,Expertus.5746,Herald,12120,22.562,99.126,97.637,96.54,77.409,9.197,50.055,83.83,7.964,12.726,168523,134.017303466797,1,0,0,86.8932038834952,"https://dps.report/o0sO-20231126-161032_adina
",qDPS
Twin Largos CM,True,True,341,Tarasicodissa.7084,Scourge,12146,17.206,93.91,69.168,59.985,45.999,4.845,0,0.348,0.516,0,293785,1348.34252929688,3,182.05,16,53.5,"https://dps.report/hPpR-20231121-213851_twins
",DPS
Qadim,False,True,379,DARKstrider.4250,Herald,12148,22.809,100,96.839,90.663,83.015,6.406,30.8,60.138,4.903,3.356,131523,691.489440917969,0,0,1,88.1516587677725,"https://dps.report/TEEl-20231119-171020_qadim
",qDPS
Samarog CM,True,True,348,Sakke.3096,Scourge,12162,22.105,98.904,68.224,95.596,52.818,4.237,0,0,0,0,249686,144.408187866211,1,0,0,89.1959798994975,"https://dps.report/exT0-20231126-174658_sam
",DPS
Qadim CM,True,False,100,Sniperius.5623,Reaper,12176,22.627,77.601,91.415,37.999,46.577,0,0,0,0,3.113,20889,954.5625,0,28,0,100,"https://dps.report/o46X-20231206-205306_qadim
",DPS
Matthias Gabrel,False,True,223,Styx.3278,Virtuoso,12198,18.508,96.354,79.679,86.732,55.779,0,17.059,0,0,0,231119,301.919342041016,1,0,14,72.6315789473684,"https://dps.report/NK08-20231114-222609_matt 
",DPS
Samarog CM,True,True,408,Thomas.4208,Firebrand,12210,22.87,99.165,99.873,92.153,99.705,1.455,22.525,78.992,0,0,258476,129.296875,0,0,2,91.3303437967115,"https://dps.report/WlLu-20231120-215055_sam
",qDPS
Cardinal Adina CM,True,True,229,Keesh.5960,Herald,12214,23.985,98.683,96.938,97.059,74.81,8.635,40.78,82.379,0.385,15.43,149950,131.169738769531,0,0,5,74.6621621621622,"https://dps.report/gvyv-20231031-201023_adina
",qDPS
