,encounter,is_cm,is_success,time,player,profession,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,stack_dist,downed,cleanses,above90%,boon_out,primary role,secondary_role
0,Gorseval the Multifarious,False,True,133.0,WipZedKay.5316,Scourge,10392,24.206,99.393,75.863,99.36,56.817,10.295,0.0,0.0,78.302,48.44,58684,387.40277099609375,0,14,93.71428571428571,31835.55,heal,
1,Gorseval the Multifarious,False,True,133.0,Styx.3278,Catalyst,23065,24.386,98.531,98.453,99.36,69.035,3.99,16.284,3.382,3.946,13.693,89917,245.74337768554688,0,0,84.09506398537476,3944.8999999999996,dps,
2,Gorseval the Multifarious,False,True,133.0,Keesh.5960,Firebrand,13450,23.77,97.779,98.454,95.405,63.026,5.498,49.239,84.882,0.0,0.0,64675,224.9948272705078,0,7,97.44680851063829,36689.65,boon dps,
3,Gorseval the Multifarious,False,True,133.0,Morg.8143,Vindicator,20063,21.255,97.779,80.288,97.52,70.54,0.291,0.0,0.0,0.0,0.0,79706,187.49058532714844,0,0,70.18867924528301,14.549999999999999,dps,
4,Gorseval the Multifarious,False,True,133.0,yelle.7165,Virtuoso,20997,24.576,98.534,98.453,99.36,61.524,0.0,15.413,0.0,0.0,0.0,105427,245.8975067138672,0,2,74.84008528784648,770.65,dps,
5,Gorseval the Multifarious,False,True,133.0,Irda.4105,Herald,12091,24.55,98.808,96.884,99.36,89.925,8.006,26.508,83.293,12.739,22.064,54319,264.2347717285156,0,0,87.61609907120743,40138.50000000001,boon dps,
6,Gorseval the Multifarious,False,True,133.0,GoGo.8725,Reaper,17623,24.759,98.808,98.48,99.36,95.25,0.0,0.0,0.0,0.0,0.0,69347,175.99302673339844,0,0,97.24770642201835,0.0,dps,
7,Gorseval the Multifarious,False,True,133.0,Arikashin.2675,Virtuoso,18492,24.271,98.808,98.453,97.285,85.588,0.0,25.728,0.0,0.0,8.151,90475,253.1345672607422,0,0,81.97802197802197,1286.4,dps,
8,Gorseval the Multifarious,False,True,133.0,DARKstrider.7804,Mechanist,17455,24.186,98.808,96.499,98.808,85.59,0.836,26.642,0.0,0.0,0.0,65248,208.5708770751953,0,0,94.44444444444444,1373.8999999999999,dps,
9,Gorseval the Multifarious,False,True,133.0,Tarasicodissa.7084,Scourge,8386,24.443,98.808,96.499,99.239,86.415,12.058,0.0,0.0,75.052,52.914,51443,198.2195281982422,0,34,91.09947643979058,30623.7,heal,
0,Vale Guardian,False,True,152.0,WipZedKay.5316,Scourge,5587,24.148,99.653,75.741,99.966,91.903,11.231,0.0,0.0,75.028,78.084,130504,201.4001922607422,0,3,69.10994764397905,30572.750000000004,heal,
1,Vale Guardian,False,True,152.0,Styx.3278,Catalyst,24478,24.625,99.653,76.422,99.966,90.682,3.634,14.929,0.984,0.986,2.327,142618,214.37940979003906,0,0,81.26272912423626,1716.15,dps,
2,Vale Guardian,False,True,152.0,Keesh.5960,Firebrand,12400,24.32,99.653,99.717,99.966,91.529,4.618,43.359,68.82,0.0,0.0,144692,170.29458618164062,0,10,68.1159420289855,29926.849999999995,boon dps,
3,Vale Guardian,False,True,152.0,Morg.8143,Vindicator,19741,23.962,98.434,74.451,97.075,89.616,0.145,0.0,0.0,0.0,0.0,147084,173.9257354736328,1,0,79.51219512195122,7.249999999999999,dps,
4,Vale Guardian,False,True,152.0,yelle.7165,Virtuoso,16039,23.741,98.984,72.186,97.074,84.316,0.0,19.094,0.0,0.0,0.032,151420,184.9605255126953,0,1,87.83068783068784,954.7,dps,
5,Vale Guardian,False,True,152.0,Irda.4105,Herald,15469,24.788,99.653,99.967,99.966,93.775,6.992,33.015,84.063,7.549,12.465,145036,185.11012268066406,0,0,61.056105610561055,38645.15,boon dps,
6,Vale Guardian,False,True,152.0,Arikashin.2675,Virtuoso,16240,24.481,98.433,99.632,97.593,92.714,0.0,20.843,0.0,0.0,0.0,144140,193.763916015625,0,4,86.44859813084112,1042.15,dps,
7,Vale Guardian,False,True,152.0,GoGo.8725,Scourge,12628,24.5,98.204,97.023,97.318,91.949,4.755,0.0,0.0,0.0,0.0,147314,160.98907470703125,0,0,68.03652968036529,237.75,dps,
8,Vale Guardian,False,True,152.0,DARKstrider.7804,Mechanist,15816,24.753,99.646,99.967,99.302,81.294,1.853,0.0,0.0,0.0,0.0,149336,157.5472869873047,1,5,66.94915254237289,92.65,dps,
9,Vale Guardian,False,True,152.0,Tarasicodissa.7084,Scourge,5817,24.546,98.204,99.967,98.615,90.541,8.482,0.0,0.0,69.205,44.099,98015,193.24526977539062,0,4,74.66666666666667,28106.1,heal,
0,Matthias Gabrel,False,True,146.0,yelle.7165,Virtuoso,23193,22.047,94.949,72.759,94.857,77.053,0.0,15.174,0.0,0.0,0.0,134543,143.36312866210938,1,20,88.05970149253731,758.6999999999999,heal,
1,Matthias Gabrel,False,True,146.0,WipZedKay.5316,Scourge,9052,22.848,98.306,77.079,98.896,80.102,9.629,0.0,0.0,75.093,67.484,106768,239.4912567138672,0,31,61.49068322981366,30518.65,dps,
2,Matthias Gabrel,False,True,146.0,Styx.3278,Virtuoso,19702,22.19,96.3,79.176,91.398,71.737,0.0,13.398,0.0,0.0,0.0,133651,200.03414916992188,0,7,79.33634992458522,669.9,boon dps,
3,Matthias Gabrel,False,True,146.0,Morg.8143,Mechanist,28241,22.12,99.0,86.667,97.39,75.097,0.0,0.0,0.0,0.0,0.0,122976,196.66934204101562,1,3,73.79134860050891,0.0,dps,
4,Matthias Gabrel,False,True,146.0,Keesh.5960,Firebrand,15025,23.181,99.001,98.896,98.896,78.257,5.241,41.179,69.638,0.0,0.0,102091,193.64097595214844,0,21,76.4525993883792,30176.2,dps,
5,Matthias Gabrel,False,True,146.0,Arikashin.2675,Virtuoso,19462,23.668,97.638,93.43,96.061,67.13,0.0,21.599,0.0,0.0,0.0,121452,231.48721313476562,1,3,77.36757624398074,1079.95,boon dps,
6,Matthias Gabrel,False,True,146.0,Irda.4105,Herald,13352,23.794,98.307,93.43,96.062,72.661,8.839,21.806,82.913,5.69,4.182,135052,190.2449951171875,1,3,58.629441624365484,36973.45,dps,
7,Matthias Gabrel,False,True,146.0,GoGo.8725,Scourge,18297,23.769,97.638,93.43,94.737,53.151,3.152,0.0,0.0,4.014,3.263,150905,239.36672973632812,1,30,57.5,1763.2,dps,
8,Matthias Gabrel,False,True,146.0,Tarasicodissa.7084,Scourge,8799,24.348,97.638,96.89,98.896,80.107,7.549,0.0,0.0,72.054,46.929,112595,238.24465942382812,0,35,86.66666666666667,29199.05,dps,
9,Matthias Gabrel,False,True,146.0,DARKstrider.7804,Mechanist,20417,23.702,98.332,97.205,96.061,70.902,0.0,18.082,0.0,0.0,0.0,116639,206.36524963378906,1,5,71.32352941176471,904.1,heal,
0,Slothasor,False,True,180.0,Styx.3278,Virtuoso,17420,20.575,98.403,59.942,73.237,94.949,0.0,16.413,0.0,0.0,0.0,211209,210.73695373535156,0,45,59.946236559139784,820.65,heal,
1,Slothasor,False,True,180.0,yelle.7165,Virtuoso,21573,23.931,97.609,90.516,93.873,98.558,0.0,12.86,0.0,0.0,0.0,227707,144.70703125,0,39,79.88023952095809,643.0,dps,
2,Slothasor,False,True,180.0,WipZedKay.5316,Scourge,5552,19.266,89.179,63.872,86.632,86.184,9.313,0.0,0.0,67.107,77.467,171690,223.1773681640625,0,124,83.40248962655602,27308.45,boon dps,
3,Slothasor,False,True,180.0,Morg.8143,Vindicator,11242,21.619,98.402,70.042,84.018,84.352,0.199,0.0,0.0,0.0,0.0,271618,149.44769287109375,3,11,59.554140127388536,9.950000000000001,dps,
4,Slothasor,False,True,180.0,Keesh.5960,Firebrand,9654,19.89,91.748,82.369,91.985,84.603,4.654,36.585,63.512,0.0,1.063,293788,173.58450317382812,1,104,44.44444444444444,27466.75,dps,
5,Slothasor,False,True,180.0,Arikashin.2675,Virtuoso,9579,20.947,97.117,85.889,90.099,77.202,0.0,17.168,0.0,0.0,0.0,319982,190.99569702148438,3,20,48.2897384305835,858.4,boon dps,
6,Slothasor,False,True,180.0,DARKstrider.7804,Mechanist,8785,19.277,86.55,92.449,78.836,72.731,0.0,12.793,0.0,0.0,0.0,318341,247.8741455078125,2,0,31.72043010752688,639.65,dps,
7,Slothasor,False,True,180.0,Tarasicodissa.7084,Scourge,5009,22.575,96.913,92.858,98.717,95.705,6.832,0.0,0.0,62.76,46.414,266045,175.0262908935547,0,127,46.38783269961977,25445.6,dps,
8,Slothasor,False,True,180.0,GoGo.8725,Reaper,7714,20.586,86.014,82.853,75.856,56.062,0.219,0.0,0.0,0.0,0.44,379478,244.13743591308594,1,18,45.07575757575758,10.95,dps,
9,Slothasor,False,True,180.0,Irda.4105,Herald,6461,22.649,94.65,82.837,94.828,95.704,7.815,16.178,61.455,8.548,8.304,248505,200.08470153808594,0,6,54.716981132075475,29200.850000000002,heal,
0,Xera,False,True,294.0,WipZedKay.5316,Scourge,27,15.257,79.632,40.087,63.304,47.997,5.706,0.0,0.0,39.996,24.871,107305,586.9937744140625,0,105,100.0,16283.700000000003,heal,
1,Xera,False,True,294.0,Keesh.5960,Firebrand,6,14.052,79.287,70.497,51.745,33.445,2.32,34.568,35.638,0.0,0.0,29198,600.3180541992188,0,67,100.0,16099.599999999999,dps,
2,Xera,False,True,294.0,Styx.3278,Catalyst,104,14.107,81.374,43.824,53.706,39.197,3.013,13.352,1.273,1.273,11.873,34111,584.5442504882812,0,1,100.0,1836.6499999999999,boon dps,
3,Xera,False,True,294.0,yelle.7165,Chronomancer,29,14.031,78.216,38.916,59.159,41.061,0.032,13.516,0.0,0.0,0.678,44266,573.6925048828125,0,1,100.0,677.4,dps,
4,Xera,False,True,294.0,Morg.8143,Vindicator,0,15.014,80.155,37.756,59.945,60.055,0.16,0.0,0.0,0.0,0.0,59884,531.4905395507812,0,4,0.0,8.0,dps,
5,Xera,False,True,294.0,Arikashin.2675,Virtuoso,28,20.195,79.764,98.64,56.793,39.378,0.0,17.246,0.0,0.0,2.306,45449,591.9623413085938,0,11,100.0,862.3,boon dps,
6,Xera,False,True,294.0,Tarasicodissa.7084,Scourge,4,21.794,91.489,90.592,70.211,43.969,5.317,0.0,0.0,49.897,13.887,49716,546.7666015625,0,76,100.0,20224.65,dps,
7,Xera,False,True,294.0,DARKstrider.7804,Mechanist,0,21.567,78.204,98.64,66.558,44.985,0.377,13.726,0.0,0.0,0.0,38749,547.1351928710938,0,0,0.0,705.1500000000001,dps,
8,Xera,False,True,294.0,GoGo.8725,Reaper,0,22.003,73.473,98.527,68.224,44.392,0.0,0.0,0.0,0.0,4.067,37128,570.0137329101562,0,3,0.0,0.0,dps,
9,Xera,False,True,294.0,Irda.4105,Herald,33,22.58,94.07,98.64,64.246,35.041,11.608,17.955,84.894,3.72,14.913,53376,595.5712890625,0,2,100.0,36923.75,heal,
0,Keep Construct CM,True,True,300.0,WipZedKay.5316,Scourge,8223,20.515,99.44,83.657,95.578,70.969,9.658,0.0,0.0,69.784,44.444,110344,206.1832733154297,0,74,98.47161572052401,28396.500000000004,heal,
1,Keep Construct CM,True,True,300.0,yelle.7165,Chronomancer,24305,18.565,99.118,67.712,93.209,63.903,0.15,19.241,0.0,0.0,0.0,233632,232.3502197265625,0,2,73.80116959064327,969.55,dps,
2,Keep Construct CM,True,True,300.0,Morg.8143,Vindicator,23556,18.052,99.391,66.649,87.242,72.033,0.203,0.0,0.0,0.0,0.0,207600,234.4044189453125,0,0,83.00884955752213,10.15,boon dps,
3,Keep Construct CM,True,True,300.0,Styx.3278,Catalyst,26858,19.647,99.152,68.313,98.416,69.248,1.848,16.847,1.998,3.589,13.82,197873,194.0565185546875,0,0,91.22315592903828,3169.55,dps,
4,Keep Construct CM,True,True,300.0,Keesh.5960,Firebrand,15269,18.375,97.832,87.329,91.245,56.996,3.916,38.729,60.135,0.0,0.0,177741,230.98507690429688,0,32,82.48847926267281,26186.25,dps,
5,Keep Construct CM,True,True,300.0,Arikashin.2675,Virtuoso,19090,21.991,99.152,98.888,88.166,53.693,0.0,28.13,0.0,0.0,0.666,173024,231.45362854003906,0,18,89.12839737582006,1406.5,boon dps,
6,Keep Construct CM,True,True,300.0,Tarasicodissa.7084,Scourge,8204,23.604,99.152,98.888,99.357,61.123,7.898,0.0,0.0,68.815,32.464,127374,198.14207458496094,0,68,91.10671936758894,27920.9,dps,
7,Keep Construct CM,True,True,300.0,DARKstrider.7804,Mechanist,20685,23.178,96.845,98.993,92.48,49.096,0.871,23.051,0.0,0.0,0.0,184434,232.6786651611328,0,2,83.58585858585859,1196.1,dps,
8,Keep Construct CM,True,True,300.0,GoGo.8725,Reaper,20113,22.193,97.864,98.889,93.568,51.069,0.0,0.0,0.0,0.0,4.258,214885,276.2854309082031,0,8,83.90243902439025,0.0,dps,
9,Keep Construct CM,True,True,300.0,Irda.4105,Herald,16476,24.272,99.152,98.888,93.207,48.517,10.433,17.301,85.248,7.74,4.226,168678,197.62303161621094,0,1,77.85234899328859,38581.9,heal,
0,Deimos CM,True,True,318.0,WipZedKay.5316,Mechanist,0,4.778,50.549,3.981,42.437,63.139,6.39,19.369,0.0,61.656,0.767,204042,858.0543212890625,0,0,0.0,25950.35,heal,
1,Deimos CM,True,True,318.0,Morg.8143,Mechanist,436,20.632,99.134,93.728,83.821,38.322,0.456,0.0,0.0,0.0,0.157,221248,180.46168518066406,0,0,100.0,22.8,dps,
2,Deimos CM,True,True,318.0,yelle.7165,Chronomancer,0,20.568,99.134,73.626,94.805,29.599,0.069,14.212,0.0,0.0,0.0,211716,204.00119018554688,0,1,0.0,714.0500000000001,boon dps,
3,Deimos CM,True,True,318.0,Keesh.5960,Firebrand,0,20.325,99.134,94.612,77.963,20.071,4.331,23.292,51.895,0.0,2.39,204000,172.3482208251953,1,3,0.0,22139.15,dps,
4,Deimos CM,True,True,318.0,Styx.3278,Specter,150,21.308,99.134,94.455,84.734,23.068,3.024,7.736,0.0,0.0,0.0,184971,188.90855407714844,0,0,100.0,538.0,dps,
5,Deimos CM,True,True,318.0,DARKstrider.7804,Mechanist,0,18.31,98.256,98.772,80.447,64.97,0.934,0.0,0.0,0.0,0.314,252903,218.11061096191406,1,0,0.0,46.7,boon dps,
6,Deimos CM,True,True,318.0,GoGo.8725,Virtuoso,43,19.442,98.46,89.71,77.564,47.016,0.0,14.847,0.0,0.0,0.944,269738,314.2143859863281,1,0,100.0,742.35,dps,
7,Deimos CM,True,True,318.0,Irda.4105,Firebrand,0,19.459,98.821,98.772,85.283,54.816,3.603,26.95,68.905,0.0,0.0,206629,189.59243774414062,0,3,0.0,29089.65,dps,
8,Deimos CM,True,True,318.0,Arikashin.2675,Virtuoso,34,16.653,98.46,77.296,61.491,47.184,0.0,12.259,0.0,0.0,0.786,232636,225.841796875,1,0,100.0,612.95,dps,
9,Deimos CM,True,True,318.0,Tarasicodissa.7084,Scourge,0,18.367,94.884,81.291,90.176,80.659,6.948,4.961,0.0,64.183,47.673,151718,373.8728942871094,0,0,0.0,26268.65,heal,
10,Deimos CM,True,True,318.0,Shackled Prisoner,Gadget,0,,,,,,0.0,0.0,0.0,0.0,0.0,252880,332.01226806640625,0,0,0.0,0.0,heal,
11,Deimos CM,True,True,318.0,Saul D'Alessio,NPC,0,0.417,4.77,,5.209,3.535,0.0,0.0,0.0,0.0,0.0,0,325.65191650390625,0,0,0.0,0.0,dps,
0,Samarog CM,True,True,357.0,WipZedKay.5316,Scourge,5679,23.18,99.384,83.842,99.396,56.084,9.361,0.0,0.0,64.399,41.235,142822,143.2062530517578,0,2,93.52428393524283,26227.65,heal,
1,Samarog CM,True,True,357.0,yelle.7165,Chronomancer,14846,23.082,99.243,89.789,99.029,50.809,0.0,19.946,0.0,0.0,0.0,266272,152.94296264648438,1,1,89.58579881656804,997.3000000000001,dps,
2,Samarog CM,True,True,357.0,Morg.8143,Mechanist,15751,22.036,99.243,72.196,84.714,50.134,0.151,0.0,0.0,0.0,0.0,270153,157.82508850097656,0,1,77.07948243992607,7.55,boon dps,
3,Samarog CM,True,True,357.0,Keesh.5960,Firebrand,7938,21.826,99.242,99.047,74.222,42.051,5.74,48.67,78.122,0.0,0.734,251451,212.40660095214844,0,0,62.82722513089005,33969.299999999996,dps,
4,Samarog CM,True,True,357.0,Styx.3278,Specter,13305,22.838,99.242,86.414,95.772,49.88,2.66,10.619,0.0,0.0,0.0,281224,143.9512176513672,2,0,75.0,663.95,dps,
5,Samarog CM,True,True,357.0,DARKstrider.7804,Mechanist,12099,23.946,99.616,99.763,97.329,34.013,0.306,19.144,0.0,0.0,0.0,244351,150.03346252441406,1,0,86.01036269430051,972.5,boon dps,
6,Samarog CM,True,True,357.0,GoGo.8725,Virtuoso,13715,22.98,99.616,99.101,79.606,34.111,0.0,18.715,0.0,0.0,0.0,207282,266.79193115234375,0,1,76.05633802816901,935.75,dps,
7,Samarog CM,True,True,357.0,Irda.4105,Herald,9044,24.277,99.412,97.665,93.313,22.992,9.545,10.32,83.102,4.091,18.028,221169,173.9601593017578,2,0,79.2022792022792,35870.45,dps,
8,Samarog CM,True,True,357.0,Arikashin.2675,Virtuoso,12062,23.565,99.616,100.003,85.772,25.719,0.0,16.713,0.0,0.0,0.0,268909,213.6273651123047,1,0,73.71937639198218,835.6500000000001,dps,
9,Samarog CM,True,True,357.0,Tarasicodissa.7084,Scourge,6285,23.912,99.616,98.417,98.773,27.368,8.541,0.0,0.0,66.259,0.0,193176,158.30921936035156,1,4,84.66257668711657,26930.65,heal,
0,Mursaat Overseer CM,True,True,130.0,WipZedKay.5316,Scourge,20220,24.335,99.263,92.43,98.975,25.469,13.262,0.0,0.0,78.425,18.53,63654,60.9848747253418,0,9,100.0,32033.100000000002,heal,
1,Mursaat Overseer CM,True,True,130.0,yelle.7165,Chronomancer,28688,24.685,99.263,97.355,98.977,36.7,0.047,21.199,0.0,0.0,0.0,106750,68.76717376708984,0,0,81.75559380378658,1062.3000000000002,dps,
2,Mursaat Overseer CM,True,True,130.0,Morg.8143,Mechanist,8321,23.266,96.726,96.726,95.462,0.587,0.0,0.0,0.0,0.0,0.0,21356,155.47805786132812,0,0,100.0,0.0,boon dps,
3,Mursaat Overseer CM,True,True,130.0,Keesh.5960,Firebrand,24190,24.387,99.172,99.173,98.859,27.616,5.517,57.321,92.046,0.0,0.0,79244,118.60263061523438,0,9,100.0,39960.3,dps,
4,Mursaat Overseer CM,True,True,130.0,Styx.3278,Specter,29867,24.372,99.263,93.137,98.975,23.774,2.575,13.215,0.0,0.0,0.0,82097,75.6697998046875,0,0,96.95652173913044,789.5,dps,
5,Mursaat Overseer CM,True,True,130.0,DARKstrider.7804,Mechanist,25676,24.411,99.116,99.539,99.165,82.299,0.0,21.373,0.0,0.0,0.0,90479,67.62616729736328,0,0,92.6829268292683,1068.65,boon dps,
6,Mursaat Overseer CM,True,True,130.0,GoGo.8725,Virtuoso,27789,24.412,99.124,99.547,99.173,86.951,0.0,10.552,0.0,0.0,0.0,88931,89.43919372558594,0,0,99.4661921708185,527.6,dps,
7,Mursaat Overseer CM,True,True,130.0,Irda.4105,Herald,26921,24.526,99.124,99.548,99.173,89.907,8.929,7.201,90.293,7.143,6.298,88862,78.21907806396484,0,0,98.73646209386281,39780.9,dps,
8,Mursaat Overseer CM,True,True,130.0,Arikashin.2675,Virtuoso,22305,24.468,99.025,99.485,99.077,91.235,0.0,16.213,0.0,0.0,0.0,90386,100.13941955566406,0,3,99.04580152671755,810.6500000000001,dps,
9,Mursaat Overseer CM,True,True,130.0,Tarasicodissa.7084,Scourge,14434,24.319,99.124,99.547,99.173,88.905,11.144,0.0,0.0,74.377,78.522,66839,72.82435607910156,0,14,100.0,30308.0,heal,
0,Cairn CM,True,True,95.0,Morg.8143,Mechanist,13342,15.578,98.379,49.453,61.32,42.609,0.0,0.0,0.0,0.0,0.0,92295,656.1060180664062,1,0,55.88235294117647,0.0,heal,
1,Cairn CM,True,True,95.0,Styx.3278,Specter,26790,23.32,98.918,98.512,99.209,58.635,3.306,17.581,0.0,0.0,0.0,52648,137.17938232421875,0,0,81.73913043478261,1044.35,dps,
2,Cairn CM,True,True,95.0,WipZedKay.5316,Scourge,10121,22.57,98.918,66.915,99.209,31.782,7.327,0.0,0.0,65.383,36.087,53465,288.8468017578125,0,0,49.645390070921984,26519.55,boon dps,
3,Cairn CM,True,True,95.0,yelle.7165,Virtuoso,34155,24.19,98.918,96.228,99.209,57.373,0.0,18.763,0.0,0.0,0.0,36124,191.27923583984375,0,0,87.22554890219561,938.1500000000001,dps,
4,Cairn CM,True,True,95.0,Keesh.5960,Firebrand,19806,23.471,98.918,99.301,91.042,41.083,5.412,47.95,73.875,0.0,0.0,65610,159.1654510498047,0,4,88.02083333333333,32218.1,dps,
5,Cairn CM,True,True,95.0,Irda.4105,Herald,16683,24.223,99.848,99.208,97.087,66.554,9.428,12.058,84.617,4.133,9.242,73107,228.4196319580078,0,0,32.49097472924188,36574.3,boon dps,
6,Cairn CM,True,True,95.0,DARKstrider.7804,Mechanist,19709,23.677,99.713,99.064,96.913,87.0,0.0,18.818,0.0,0.0,0.0,66919,198.2012176513672,0,0,80.79470198675497,940.9000000000001,dps,
7,Cairn CM,True,True,95.0,GoGo.8725,Virtuoso,29319,22.979,99.848,99.208,90.953,87.307,0.0,26.925,0.0,0.0,0.0,88470,261.5492248535156,0,0,81.43564356435644,1346.25,dps,
8,Cairn CM,True,True,95.0,Arikashin.2675,Virtuoso,28218,23.956,99.848,99.208,94.449,87.308,0.0,11.885,0.0,0.0,0.0,56034,239.26385498046875,0,0,91.94630872483222,594.25,dps,
9,Cairn CM,True,True,95.0,Tarasicodissa.7084,Scourge,11174,23.207,99.848,99.208,94.449,87.307,8.66,0.0,0.0,68.131,54.755,49531,197.0205078125,0,0,59.2814371257485,27685.399999999998,heal,
0,Soulless Horror CM,True,True,166.0,WipZedKay.5316,Scourge,4853,22.327,97.984,73.483,95.207,88.464,9.952,21.249,0.717,76.111,75.339,268652,193.2638397216797,0,70,64.33823529411765,32291.250000000004,heal,
1,Soulless Horror CM,True,True,166.0,Keesh.5960,Firebrand,21939,22.65,96.509,98.48,98.323,94.326,6.484,35.195,82.817,0.0,1.146,162061,99.67979431152344,0,29,95.30026109660574,35210.74999999999,dps,
2,Soulless Horror CM,True,True,166.0,yelle.7165,Virtuoso,33281,22.423,98.093,86.552,97.566,92.633,0.0,14.895,0.0,0.0,0.903,194365,144.19363403320312,0,16,86.56542056074767,744.75,boon dps,
3,Soulless Horror CM,True,True,166.0,Morg.8143,Mechanist,33866,22.814,96.949,87.752,96.347,80.196,0.236,0.0,0.0,0.0,0.301,215319,115.66925811767578,0,5,88.60215053763442,11.799999999999999,dps,
4,Soulless Horror CM,True,True,166.0,Styx.3278,Virtuoso,32302,23.948,98.378,88.277,98.036,91.728,0.0,14.469,0.0,0.0,0.584,196282,102.37884521484375,0,22,88.53427895981088,723.4499999999999,dps,
5,Soulless Horror CM,True,True,166.0,DARKstrider.7804,Mechanist,23183,23.338,97.491,98.443,97.043,95.377,0.749,27.921,0.0,0.0,0.754,190872,113.47822570800781,0,1,87.17948717948718,1433.5,boon dps,
6,Soulless Horror CM,True,True,166.0,GoGo.8725,Druid,2007,24.172,99.605,98.939,94.779,88.259,2.702,0.0,0.0,40.147,29.701,82809,123.81244659423828,0,36,99.19354838709677,16193.9,dps,
7,Soulless Horror CM,True,True,166.0,Tarasicodissa.7084,Scourge,10694,24.066,93.328,90.397,94.78,83.467,7.629,1.398,0.0,35.578,32.469,284535,208.60780334472656,0,44,65.64885496183206,14682.550000000001,dps,
8,Soulless Horror CM,True,True,166.0,Arikashin.2675,Virtuoso,29065,22.383,94.783,95.498,91.0,84.544,0.0,26.969,0.0,0.0,0.375,229337,131.4173583984375,1,31,86.99878493317132,1348.45,dps,
9,Soulless Horror CM,True,True,166.0,Irda.4105,Herald,20755,23.484,96.375,95.862,95.936,94.145,9.173,11.775,86.646,7.082,6.393,174427,136.68031311035156,0,0,88.46153846153847,38538.6,heal,
0,Dhuum CM,True,True,384.0,WipZedKay.5316,Scourge,4379,17.141,89.727,58.277,64.276,34.344,5.075,0.0,0.0,37.896,22.007,152769,509.9278869628906,0,16,48.0,15412.15,heal,
1,Dhuum CM,True,True,384.0,Keesh.5960,Firebrand,10372,18.251,93.553,90.952,54.698,61.631,3.251,29.529,39.792,0.0,1.978,196687,375.66876220703125,1,14,78.94736842105263,17555.8,dps,
2,Dhuum CM,True,True,384.0,yelle.7165,Virtuoso,16119,19.568,95.684,75.029,71.878,71.081,0.0,14.605,0.0,0.0,0.0,187117,285.1623229980469,1,0,90.28213166144201,730.25,boon dps,
3,Dhuum CM,True,True,384.0,Morg.8143,Mechanist,11751,15.243,86.407,54.352,42.546,69.612,0.189,0.0,0.0,0.0,0.0,250592,469.84820556640625,1,0,61.31578947368421,9.45,dps,
4,Dhuum CM,True,True,384.0,Styx.3278,Virtuoso,12739,17.54,95.055,68.382,44.81,59.39,0.0,14.234,0.0,0.0,0.0,224483,334.92095947265625,1,1,82.66494178525227,711.7,dps,
5,Dhuum CM,True,True,384.0,DARKstrider.7804,Mechanist,12797,19.657,92.839,93.077,62.423,77.961,0.413,0.0,0.0,0.0,0.0,179121,365.0495910644531,0,2,61.75213675213675,20.65,boon dps,
6,Dhuum CM,True,True,384.0,GoGo.8725,Scourge,10651,18.808,94.796,82.974,58.201,80.521,2.219,0.0,0.0,0.0,0.768,145659,512.0067138671875,0,5,78.96103896103897,110.94999999999999,dps,
7,Dhuum CM,True,True,384.0,Tarasicodissa.7084,Scourge,3345,14.393,70.103,47.405,64.984,57.201,3.172,0.0,0.0,34.715,29.285,112128,660.3304443359375,0,11,88.88888888888889,14044.600000000002,dps,
8,Dhuum CM,True,True,384.0,Arikashin.2675,Virtuoso,12211,20.077,95.479,84.663,44.992,70.067,0.0,12.552,0.0,0.0,0.0,191583,372.4386901855469,1,2,81.65024630541872,627.6,dps,
9,Dhuum CM,True,True,384.0,Irda.4105,Herald,9402,22.383,95.399,91.319,65.232,86.356,7.874,30.1,62.326,2.928,27.024,209478,319.6893615722656,0,1,68.60643185298622,28000.3,heal,
0,Conjured Amalgamate CM,True,True,147.0,WipZedKay.5316,Scourge,11235,23.135,99.49,89.722,100.0,73.224,9.727,0.0,0.0,78.699,51.544,19704,78.30843353271484,0,3,100.0,31965.949999999997,heal,
1,Conjured Amalgamate CM,True,True,147.0,yelle.7165,Chronomancer,31097,23.293,99.022,92.328,100.0,64.303,0.051,20.291,0.0,0.0,0.0,10754,78.37822723388672,0,0,100.0,1017.0999999999999,dps,
2,Conjured Amalgamate CM,True,True,147.0,Morg.8143,Vindicator,37113,23.73,99.022,95.542,100.0,100.0,0.302,0.0,0.0,0.0,0.0,10740,62.12377166748047,0,0,100.0,15.1,boon dps,
3,Conjured Amalgamate CM,True,True,147.0,Styx.3278,Reaper,34064,23.705,99.022,98.731,100.0,62.029,0.0,0.0,0.0,0.0,11.337,17325,71.15153503417969,0,0,100.0,0.0,dps,
4,Conjured Amalgamate CM,True,True,147.0,Keesh.5960,Firebrand,14198,22.016,99.022,99.731,100.0,68.366,7.404,60.276,83.804,0.0,0.0,20127,113.72795867919922,0,0,100.0,36905.600000000006,dps,
5,Conjured Amalgamate CM,True,True,147.0,GoGo.8725,Reaper,10600,22.745,94.89,99.911,92.786,85.455,0.0,0.0,0.0,0.0,6.352,53240,277.5887756347656,0,0,100.0,0.0,boon dps,
6,Conjured Amalgamate CM,True,True,147.0,Irda.4105,Herald,23995,24.534,100.0,99.911,98.683,77.418,11.52,17.145,90.673,6.192,5.081,42109,86.213623046875,0,0,82.92682926829268,40179.25,dps,
